title,news_url,image_url,text,sentiment,type,source_name,date,topics
"Cramer's Game Plan: Remember this market 'has no memory' this earnings season",https://www.cnbc.com/2019/04/12/cramers-game-plan-this-market-has-no-memory-this-earnings-season.html,https://cdn.snapi.dev/images/v1/2/1/21020597-gameplan-weekly-hd1555104225558.png,"Jim Cramer takes a look at the week ahead as earnings season heats up.",Neutral,Article,CNBC,"Fri, 12 Apr 2019 18:17:00 -0400",earnings
"Zoom Video IPO: 5 things to know about the videoconferencing company",http://feeds.marketwatch.com/~r/marketwatch/internet/~3/M1ZHx9ErUbw/story.asp,https://cdn.snapi.dev/images/v1/m/w/mw-hg245-zm-032-20190322162517-zh.jpg,"Zoom Video Communications Inc. in the coming week plans to join an already active season of initial public offerings as the videoconferencing company and is already looking at a high valuation as it seeks to gain more share from legacy-based video communications vendors.",Positive,Article,"Market Watch","Fri, 12 Apr 2019 17:52:22 -0400",
"President Trump announces new 5G initiatives: It's a race 'America must win'",https://www.cnbc.com/2019/04/12/trump-on-5g-initiatives-a-race-america-must-win.html,https://cdn.snapi.dev/images/v1/1/0/105849594-1555096665866rts2hha0530x298.jpg,"President Trump and the FCC announced new initiatives to spur 5G deployment in the U.S. on Friday.",Positive,Article,CNBC,"Fri, 12 Apr 2019 15:03:00 -0400",
"Recession Realities",https://www.forbes.com/sites/brucemccain/2019/04/12/recession-realities/,https://cdn.snapi.dev/images/v1/p/t/pt-3331-346-o.jpg,"Investors fear few things quite as much as recessions. Economic growth is clearly slowing, so fears may again send equity prices lower in the coming months.",Negative,Article,Forbes,"Fri, 12 Apr 2019 15:00:00 -0400",
"Uber IPO: 5 things you need to know about potentially the biggest IPO in years",http://feeds.marketwatch.com/~r/marketwatch/internet/~3/Uc055v9VBpY/story.asp,https://cdn.snapi.dev/images/v1/m/w/mw-fs988-uber08-20170823191335-zh.jpg,"Uber Technologies Inc. moved a step closer to a mammoth initial public offering on Thursday, providing a wealth of information about its various businesses in a prospectus filing but leaving out a key piece of information of interest to IPO watchers: How big will the offering be?",Neutral,Article,"Market Watch","Fri, 12 Apr 2019 13:35:36 -0400",
"Ask a Fool: What Do New Investors Need to Know About Dividend Stocks?",https://www.fool.com/retirement/2019/04/12/ask-a-fool-what-do-new-investors-need-to-know-abou.aspx?source=iedfolrf0000001,https://cdn.snapi.dev/images/v1/e/t/etf48-11.jpg,"Here's what to expect after you buy your first dividend stock.",Positive,Article,"The Motley Fool","Fri, 12 Apr 2019 12:00:00 -0400",dividend
"Jamie Dimon says the US economic expansion 'could go on for years'",https://www.cnbc.com/2019/04/12/jamie-dimon-says-the-us-economic-expansion-could-go-on-for-years.html,https://cdn.snapi.dev/images/v1/1/0/104640085-dimon-intv-144530x298.jpg,"Fears that a recession is on the horizon spiked last month, when bond markets gave signals that confidence in the economy is dimming the further you look out.",Positive,Article,CNBC,"Fri, 12 Apr 2019 10:47:00 -0400",
"Uber Unveils Long-Awaited IPO, Expected To Reach $100 Billion Valuation",http://feeds.benzinga.com/~r/benzinga/~3/uxjDGNu8FeA/uber-unveils-long-awaited-ipo-expected-to-reach-100-billion-valuation,https://cdn.snapi.dev/images/v1/u/b/ube6.jpg,"Uber released its S-1 filing after the market close, placing in on track to go public with its anticipated May IPO.
 read more",Positive,Article,Benzinga,"Fri, 12 Apr 2019 10:21:43 -0400",
"Uber doesn’t want its drivers to be employees — here’s why that matters",http://feeds.marketwatch.com/~r/marketwatch/internet/~3/AvseP_RKVJ0/story.asp,https://cdn.snapi.dev/images/v1/m/w/mw-fy146-uber11-20171110171917-zh.jpg,"The ride-sharing company filed IPO documents late Thursday.",Negative,Article,"Market Watch","Fri, 12 Apr 2019 09:39:13 -0400",
"Top IoT Stocks to Buy in 2019",https://www.fool.com/investing/2019/04/12/seo-top-iot-stocks-to-buy-in-2019.aspx?source=iedfolrf0000001,https://cdn.snapi.dev/images/v1/u/r/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5114752finternet-of-things-gettyimages-610749178.jpg,"The Internet of Things is already made up of billions of connected devices and is only expected to exponentially grow in the years ahead.",Positive,Article,"The Motley Fool","Fri, 12 Apr 2019 08:33:00 -0400",
"3 Sneaky Warning Signs Of A Looming Dividend Cut",https://www.forbes.com/sites/michaelfoster/2019/04/12/3-sneaky-warning-signs-of-a-looming-dividend-cut/,https://cdn.snapi.dev/images/v1/5/d/5dd.jpg,"In February, I wrote this about the PIMCO Global Stocks+ and Income Fund:

“If you have PGP in your portfolio, this is the time to ditch it.”

Then in early April, this happened:

Warning Becomes Reality",Neutral,Article,Forbes,"Fri, 12 Apr 2019 08:30:00 -0400",dividend
"What Are SPACs, and Why Are They Back?",https://www.fool.com/investing/2019/04/12/what-are-spacs-and-why-are-they-back.aspx?source=iedfolrf0000001,https://cdn.snapi.dev/images/v1/u/r/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5188412fchc-chuck-cheese.jpg,"These once-shunned investment vehicles have made a big comeback.",Positive,Article,"The Motley Fool","Fri, 12 Apr 2019 08:03:00 -0400",
"Paul Krugman: The next downturn will be a 'smorgasbord recession'",https://www.cnbc.com/2019/04/12/paul-krugman-next-recession-smorgasbord.html,https://cdn.snapi.dev/images/v1/1/0/105846228-paulkrugmanthumbnail1600x337.png,"The economist says slowing growth in China and Europe, deflation of a tech bubble and corporate debt could all being on the next recession.",Negative,Article,CNBC,"Fri, 12 Apr 2019 07:47:00 -0400",
