title,news_url,image_url,text,sentiment,type,source_name,date,topics
"Oil prices hold steady amid Middle East tensions, weak economic data",https://www.cnbc.com/2019/06/18/oil-market-middle-east-tensions-us-china-trade-war-in-focus.html,https://cdn.snapi.dev/images/v1/1/0-2/103226538-gettyimages-174775753.jpg,"Oil prices steadied on Tuesday, caught between rising tensions in the Middle East and signs that economic growth is being hit by trade tensions between the United States and China.",Positive,Article,CNBC,"Mon, 17 Jun 2019 21:28:00 -0400",
"Meatless alternatives are on the rise — but so is global meat consumption",https://www.cnbc.com/2019/06/18/meatless-alternatives-are-on-the-rise-so-is-global-meat-consumption.html,https://cdn.snapi.dev/images/v1/1/0-2/105966560-1560423266889screenshot2019-05-30at55758pm.png,"Despite the popularity of companies like Beyond Meat and Impossible Foods, meat consumption around the world continues to rise.",Neutral,Article,CNBC,"Mon, 17 Jun 2019 21:08:00 -0400",
"Asia stocks capped ahead of Fed, oil on defensive",https://www.reuters.com/article/us-global-markets/asia-stocks-capped-ahead-of-fed-oil-on-defensive-idUSKCN1TJ01U,https://cdn.snapi.dev/images/v1/m/0/m02d20190618t2i1398886948rlynxnpef5h019w640.jpg,"Investor caution ahead of the Federal Reserve's interest rate meeting capped Asian stocks on Tuesday, while crude oil prices retreated as global growth worries overshadowed supply concerns stemming from recent Middle East tensions.",Negative,Article,Reuters,"Mon, 17 Jun 2019 20:40:05 -0400",
"Senator Rubio targets Huawei over patents",https://www.reuters.com/article/us-huawei-tech-usa-senate/senator-rubio-targets-huawei-over-patents-idUSKCN1TI2T3,https://cdn.snapi.dev/images/v1/m/0/m02d20190617t2i1398844253rlynxnpef5g1wuw640.jpg,"U.S. Senator Marco Rubio filed legislation on Monday that would prevent Huawei Technologies Co Ltd from seeking damages in U.S. patent courts, after the Chinese firm demanded that Verizon Communications Inc pay $1 billion to license the rights to patented technology.",Neutral,Article,Reuters,"Mon, 17 Jun 2019 18:07:15 -0400",
"U.S. firms say China tariffs will raise costs, see few sourcing alternatives",https://www.reuters.com/article/us-usa-trade-china-tariffs/u-s-firms-say-china-tariffs-will-raise-costs-see-few-sourcing-alternatives-idUSKCN1TI1MM,https://cdn.snapi.dev/images/v1/m/0/m02d20190617t2i1398751462rlynxnpef5g12pw640.jpg,"A wide range of U.S. companies told a hearing in Washington on Monday that they have few alternatives other than China for producing clothing, electronics and other consumer goods as the Trump administration prepares new tariffs on remaining U.S.-China trade.",Neutral,Article,Reuters,"Mon, 17 Jun 2019 17:27:09 -0400",
"Faith in the Fed nudges Wall Street higher",https://www.reuters.com/article/us-usa-stocks/faith-in-the-fed-nudges-wall-street-higher-idUSKCN1TI1BX,https://cdn.snapi.dev/images/v1/m/0/m02d20190617t2i1398743652rlynxnpef5g18jw640.jpg,"Wall Street edged higher on Monday, supported by Facebook, Amazon and Apple, as investors awaited a key Federal Reserve meeting that is expected to lay the groundwork for an interest rate cut later this year.",Positive,Article,Reuters,"Mon, 17 Jun 2019 17:25:18 -0400",
"A Huawei Ban May Not Be the Answer",http://www.zacks.com/stock/news/430684/a-huawei-ban-may-not-be-the-answer,https://cdn.snapi.dev/images/v1/h/a/hau23.jpg,"The U.S. ban on Huawei products may not be the best way to handle the national security concern the issue has raised.",Negative,Article,"Zacks Investment Research","Mon, 17 Jun 2019 15:07:00 -0400",
"The red-hot IPO market this year could mean bad news for future stock returns",https://www.cnbc.com/2019/06/17/the-red-hot-ipo-market-could-mean-bad-news-for-future-market-returns.html,https://cdn.snapi.dev/images/v1/e/t/etf7-20.jpg,"The red-hot market for new public companies in 2019 like Beyond Meat and Chewy could spell bad news for the stock market, Bernstein says.",Negative,Article,CNBC,"Mon, 17 Jun 2019 13:00:00 -0400",
"Here's Why Bitcoin and Bitcoin Investment Trust Are Rising Today",https://www.fool.com/investing/2019/06/17/heres-why-bitcoin-and-bitcoin-investment-trust-are.aspx?source=iedfolrf0000001,https://cdn.snapi.dev/images/v1/s/o/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5289462fbitcoin2jpgw700opresize.jpg,"Bitcoin is now up 140% for the year.",Positive,Article,"The Motley Fool","Mon, 17 Jun 2019 11:40:00 -0400",
"SEC fines KPMG $50 million for illegal use of regulatory data and cheating on internal exams",https://www.marketwatch.com/story/sec-fines-kpmg-50-million-for-illegal-use-of-regulatory-data-and-cheating-on-internal-exams-2019-06-17,https://cdn.snapi.dev/images/v1/2/k/2kpm.jpg,"The Securities and Exchange Commission settled charges with KPMG LLP for altering past audit work after receiving stolen information about inspections of the firm that would be conducted by its regulator, the Public Company Accounting Oversight Board or PCAOB. The SEC's order also finds that numerous KPMG audit professionals cheated on internal training exams by improperly sharing answers and manipulating test results.",Negative,Article,"Market Watch","Mon, 17 Jun 2019 10:08:42 -0400",
