title,news_url,image_url,text,sentiment,type,source_name,date,topics
"Timeline: Key dates in the US - China trade war",https://www.reuters.com/article/us-usa-trade-china-timeline/timeline-key-dates-in-the-u-s-china-trade-war-idUSKCN1UZ24U,https://cdn.snapi.dev/images/v1/c/h/m02d20190809t2i1417310999rlynxnpef781rqw640.jpg,"Hopes for an early settlement of the yearlong U.S.-China trade war dimmed this week after the United States accused China of manipulating its currency, and U.S.",Negative,Article,Reuters,"Fri, 09 Aug 2019 18:44:32 -0400",
"IMF says trade war threatens China's growth, pushes for an equitable resolution",https://www.cnbc.com/2019/08/09/imf-says-trade-war-threatens-chinas-growth-pushes-for-resolution.html,https://cdn.snapi.dev/images/v1/z/d/105912046-1559139993649xi.jpg,"The IMF urges the world's two largest economies to resolve the trade war quickly and fairly.",Negative,Article,CNBC,"Fri, 09 Aug 2019 16:00:00 -0400",
"S&P 500 dips as Trump comments fan trade fears; Dow flat",https://www.reuters.com/article/us-usa-stocks/sp-500-dips-as-trump-comments-fan-trade-fears-dow-flat-idUSKCN1UZ191,https://cdn.snapi.dev/images/v1/k/y/m02d20190809t2i1417192637rlynxnpef781f7w640.jpg,"The S&P 500 was down slightly while the Dow was flat in late Friday trading as renewed jitters over the U.S.-China trade war were offset by bargain-hunting investors.",Negative,Article,Reuters,"Fri, 09 Aug 2019 15:42:56 -0400",
"Week ahead could bring more volatility as worries over trade and the economy linger",https://www.cnbc.com/2019/08/09/week-ahead-could-bring-more-volatility-as-worries-over-trade-and-the-economy-linger.html,https://cdn.snapi.dev/images/v1/h/v/106060358-1565021181666rtx72axl.jpg,"After a whipsawing week, stocks could keep trading with volatile swings as investors assess new information on trade and the economy.",Negative,Article,CNBC,"Fri, 09 Aug 2019 14:18:00 -0400",
"Trump says US is not going to do business with Huawei, not ready to make a trade deal with China",https://www.cnbc.com/2019/08/09/trump-says-us-is-not-going-to-do-business-with-huawei-not-ready-to-make-a-trade-deal-with-china.html,https://cdn.snapi.dev/images/v1/t/q/106071184-1565353446826gettyimages-1160116456.jpeg,"The U.S. will no longer have any dealings with Chinese telecom giant Huawei, Trump said, adding he’s not ready for a trade deal with China.",Negative,Article,CNBC,"Fri, 09 Aug 2019 10:12:00 -0400",
"Dow drops 200 points as Trump dims hopes for a trade deal anytime soon, chip stocks lead the decline",https://www.cnbc.com/2019/08/09/stock-market-china-us-trade-relations-in-focus-once-again.html,https://cdn.snapi.dev/images/v1/t/5/105907269-1557517898914rts1j4ci.jpg,"Stocks traded lower on Friday amid renewed trade war fears as Wall Street concluded a wild week.",Negative,Article,CNBC,"Fri, 09 Aug 2019 03:05:00 -0400",
"IMF stands by yuan view; says China could need stimulus if trade war worsens",https://www.reuters.com/article/us-china-imf/imf-stands-by-yuan-view-says-china-could-need-stimulus-if-trade-war-worsens-idUSKCN1UZ2AG,https://cdn.snapi.dev/images/v1/e/q/m02d20190809t2i1417310998rlynxnpef781vpw640.jpg,"The International Monetary Fund on Friday stood by its assessment that China's yuan valuation was largely in line with economic fundamentals, but an IMF official said the fund was encouraging China to pursue a more flexible exchange rate with less intervention.",Neutral,Article,Reuters,"Fri, 09 Aug 2019 18:44:32 -0400",
"Stock Market Today: Tough Week for Warren Buffett ",https://investorplace.com/2019/08/stock-market-today-tough-week-for-warren-buffett/,https://cdn.snapi.dev/images/v1/w/a/warrenbuffett.jpg,"Warren Buffett saw a few of his top holdings take a hit this week. Here's what happened in the stock market today.",Negative,Article,InvestorPlace,"Fri, 09 Aug 2019 16:36:27 -0400",wbuffett
"Navarro says US will take strong action against China if it devalues yuan to 'neutralize tariffs'",https://www.cnbc.com/2019/08/09/peter-navarro-says-us-will-take-strong-action-against-china-if-it-devalues-yuan-to-neutralize-tariffs.html,https://cdn.snapi.dev/images/v1/v/x/105222141-gettyimages-940427384.jpg,"White House trade advisor Peter Navarro said Beijing plans to devalue its currency — and if it does, the U.S. will respond forcefully.",Neutral,Article,CNBC,"Fri, 09 Aug 2019 16:32:00 -0400",
"These Tariff-Proof Dividend Machines Yield 6%, Returns 52% Per Year",https://www.forbes.com/sites/brettowens/2019/08/09/these-tariff-proof-dividend-machines-yield-6-returns-52-per-year/,https://cdn.snapi.dev/images/v1/b/9/0x600.jpg,"We are only going to deal with high quality dividend payers.",Positive,Article,Forbes,"Fri, 09 Aug 2019 16:20:00 -0400",dividend
"One Thing to Never Do When the Stock Market Goes Down",https://www.investopedia.com/articles/investing/030716/one-thing-never-do-when-stock-market-goes-down.asp,https://cdn.snapi.dev/images/v1/e/d/edw2-1.jpg,"We could all use a little reminder.",Neutral,Article,Investopedia,"Fri, 09 Aug 2019 16:12:57 -0400",
"Investors look for consumer pressure ahead of next tariffs",https://www.reuters.com/article/us-usa-stocks-weekahead/investors-look-for-consumer-pressure-ahead-of-next-tariffs-idUSKCN1UZ2A1,https://cdn.snapi.dev/images/v1/j/d/m02d20190809t2i1417271872rlynxnpef781v9w640.jpg,"As President Donald Trump prepares to slap new tariffs on Chinese imports, investors are bracing for signs of pressure on U.S. consumers as top retailers begin reporting quarterly results next week and key consumer sentiment and retail sales data is released.",Negative,Article,Reuters,"Fri, 09 Aug 2019 16:04:33 -0400",
"Stocks close down after paring sharp early losses",https://www.marketwatch.com/story/stocks-close-down-after-paring-sharp-early-losses-2019-08-09,https://cdn.snapi.dev/images/v1/m/0/m02d20190806t2i1415898540rlynxnpef7508vw640.jpg,"U.S. stocks ended mixed Friday, staging a big comeback after early losses driven by President Trump's suggestion that September talks with China might be postponed.",Neutral,Article,"Market Watch","Fri, 09 Aug 2019 16:02:12 -0400",
"US Indexes Lower Friday and for the Aug. 9 Week",http://www.gurufocus.com/news/925742/us-indexes-lower-friday-and-for-the-aug-9-week-,https://cdn.snapi.dev/images/v1/i/s/istock-2.jpg,"Nasdaq 100 down 1.02% Friday.",Negative,Article,GuruFocus,"Fri, 09 Aug 2019 15:51:39 -0400",
"Central Bank Fires Insurance Bullet",http://www.gurufocus.com/news/925741/central-bank-fires-insurance-bullet,https://cdn.snapi.dev/images/v1/f/e/fedre2.jpg,"Another month and another record high in the stock market. Why are stock prices climbing to new highs?",Neutral,Article,GuruFocus,"Fri, 09 Aug 2019 15:27:18 -0400",
"The Opportunity For Historic Gains Is Now",http://www.zacks.com/stock/news/463079/the-opportunity-for-historic-gains-is-now,https://cdn.snapi.dev/images/v1/s/t/stocks23.jpg,"There's plenty of upside left in this epic bull market. So tune out the naysayers and let Kevin Matras explain how you can take advantage of this historic run.",Positive,Article,"Zacks Investment Research","Fri, 09 Aug 2019 14:47:00 -0400",
"Wall Street Falls on Friday",http://www.gurufocus.com/news/925639/wall-street-falls-on-friday,https://cdn.snapi.dev/images/v1/e/t/etf39.jpg,"U.S. stocks were in the red on Friday on the back of tensions between President Donald Trump and Huawei.",Negative,Article,GuruFocus,"Fri, 09 Aug 2019 14:36:57 -0400",
"Bitcoin Finishes A Volatile Week As Traders Flock To Safety",https://www.forbes.com/sites/cbovaird/2019/08/09/bitcoin-finishes-a-volatile-week-as-traders-flock-to-safety/,https://cdn.snapi.dev/images/v1/q/r/0x600.jpg,"Is bitcoin replacing gold as a safe haven?",Neutral,Article,Forbes,"Fri, 09 Aug 2019 14:21:00 -0400",crypto
"Oil rises on European stock draw despite demand slowdown forecast",https://www.reuters.com/article/us-global-oil/oil-rises-on-european-stock-draw-despite-demand-slowdown-forecast-idUSKCN1UZ02I,https://cdn.snapi.dev/images/v1/7/a/m02d20190809t2i1417128211rlynxnpef7800tw640.jpg,"Oil prices rose more than 2% on Friday supported by a drop in European inventories and expectations of more OPEC output cuts despite the International Energy Agency reporting demand growth at its lowest since the financial crisis of 2008.",Positive,Article,Reuters,"Fri, 09 Aug 2019 13:21:37 -0400",oil
"How a Lehman-Like Tail Risk Could Sink the Markets",https://www.investopedia.com/how-a-lehman-like-tail-risk-could-sink-the-markets-4767162,https://cdn.snapi.dev/images/v1/s/t/stocks-worstofjpgquality90stripall.jpg,"The biggest stock selloff of the year may be just the first wave of a bigger market rout according to one market strategist.",Negative,Article,Investopedia,"Fri, 09 Aug 2019 12:13:39 -0400",
