title,news_url,image_url,text,sentiment,type,source_name,date,topics
"Here are 4 charts that show China's rise as a global economic superpower",https://www.cnbc.com/2019/09/24/how-much-chinas-economy-has-grown-over-the-last-70-years.html,https://cdn.snapi.dev/images/v1/b/6/106143272-1569217672656gettyimages-1169222663.jpeg,"As China marks the 70th anniversary of its founding on Oct. 1, CNBC takes a look at the rise of the Asian giant through the years.",Neutral,Article,CNBC,"Mon, 23 Sep 2019 21:43:00 -0400",
"U.S. Fed policymakers say lower rates are helping",https://www.reuters.com/article/us-usa-fed-bullard/u-s-fed-policymakers-say-lower-rates-are-helping-idUSKBN1W821I,https://cdn.snapi.dev/images/v1/x/8/m02d20190923t2i1433098760rlynxmpef8m23rw640.jpg,"The Federal Reserve has delivered a boost to the economy this year not only with interest-rate cuts but also because it shifted away from its earlier view that it would need to raise rates in 2019, two Fed policymakers said on Monday.",Positive,Article,Reuters,"Mon, 23 Sep 2019 17:41:07 -0400",
"U.S.-China trade talks to resume next week after farm trip canceled: Mnuchin",https://www.reuters.com/article/us-usa-trade-china/u-s-china-trade-talks-to-resume-next-week-after-farm-trip-canceled-mnuchin-idUSKBN1W82KV,https://cdn.snapi.dev/images/v1/9/o/m02d20190923t2i1433094333rlynxmpef8m22yw640.jpg,"U.S. Treasury Secretary Steven Mnuchin said on Monday that U.S.-China trade talks will resume next week in Washington, adding that the Trump administration requested that Chinese officials cancel a visit to U.S.",Neutral,Article,Reuters,"Mon, 23 Sep 2019 17:25:35 -0400",
"Trump's tweets threaten Fed's independence, push rate expectations lower: study",https://www.reuters.com/article/us-usa-fed-trump-tweets/trumps-tweets-threaten-feds-independence-push-rate-expectations-lower-study-idUSKBN1W82II,https://cdn.snapi.dev/images/v1/4/u/m02d20190923t2i1433086407rlynxmpef8m217w640.jpg,"Interest rate futures traders believe the U.S. Federal Reserve will bow to President Donald Trump's persistent tweets pressuring the central bank to lower interest rates, and this poses a ""significant"" risk to Fed independence, according to research released on Monday.",Negative,Article,Reuters,"Mon, 23 Sep 2019 16:55:08 -0400",
"Stocks sink on dismal euro zone data, dollar gains",https://www.reuters.com/article/us-global-markets/stocks-sink-on-dismal-euro-zone-data-dollar-gains-idUSKBN1W70XH,https://cdn.snapi.dev/images/v1/u/l/m02d20190923t2i1432936814rlynxmpef8m0wpw640.jpg,"The dollar edged higher while global shares slid on Monday as euro zone equities clocked their worst day in a month after dismal business activity readings in Europe deepened fears of a looming recession there.",Negative,Article,Reuters,"Mon, 23 Sep 2019 16:50:18 -0400",
"Here's what happened to the stock market on Monday",https://www.cnbc.com/2019/09/23/what-happened-to-the-stock-market-monday-axp-rises-nflx-drops.html,https://cdn.snapi.dev/images/v1/j/a/106136588-1568822858137rtx73ho9.jpg,"Stocks were barely changed. American Express gained, but Netflix was a notable laggard.",Neutral,Article,CNBC,"Mon, 23 Sep 2019 16:09:00 -0400",
"Wall Street near flat as mixed economic data signal caution",https://www.reuters.com/article/us-usa-stocks/wall-street-near-flat-as-mixed-economic-data-signal-caution-idUSKBN1W817U,https://cdn.snapi.dev/images/v1/s/m/m02d20190923t2i1432999734rlynxmpef8m1f0w640.jpg,"U.S. stocks barely budged on Monday, with gains in shares of Apple Inc  offset by mixed economic data that added to caution over the prolonged U.S.-China trade war.",Negative,Article,Reuters,"Mon, 23 Sep 2019 16:08:30 -0400",
"Bakkt Launches Futures Contracts, Bitcoin Price Falls",https://www.benzinga.com/markets/cryptocurrency/19/09/14474769/bakkt-launches-futures-contracts-bitcoin-price-falls,https://cdn.snapi.dev/images/v1/r/5/blockchain-3041480-1920-2.jpg,"Bakkt, a subsidiary of New York Stock Exchange owner Intercontinental Exchange Inc (NYSE: ICE), launched its long-awaited physically backed Bitcoin futures Monday.",Negative,Article,Benzinga,"Mon, 23 Sep 2019 14:31:47 -0400",crypto
"Global stocks sink on dismal economic data, mixed trade signals",https://www.reuters.com/article/us-global-markets/global-stocks-sink-on-dismal-economic-data-mixed-trade-signals-idUSKBN1W70XH,https://cdn.snapi.dev/images/v1/p/u/m02d20190923t2i1432936814rlynxmpef8m0wpw640.jpg,"Global shares sank on Monday as weaker-than-expected economic data added to investor worries over the unresolved U.S.-China trade dispute's effects on the world economy.",Negative,Article,Reuters,"Mon, 23 Sep 2019 13:55:20 -0400",
"How Much Do The Markets Believe The Fed?",https://www.etftrends.com/relative-value-channel/how-much-do-the-markets-believe-the-fed/,https://cdn.snapi.dev/images/v1/x/l/how-much-do-the-markets-believe-the-fed-915x510.jpg,"For most traders and investors, the FOMC, or Fed announcement is an event that triggers excitement and apprehension, as traders scramble to interpret Fed statements, often jolting the market as the news is released. But now there is evidence that with President Trump’s persistent tweeting, bashing the Fed and its Chairman Jerome Powell, investors could [.",Neutral,Article,"ETF Trends","Mon, 23 Sep 2019 13:11:09 -0400",
"Dow falls as investors get nervous about Europe and trade",https://www.cnn.com/2019/09/23/investing/dow-stock-market-today/index.html,https://cdn.snapi.dev/images/v1/s/y/190923082948-us-market-worry-0920-super-169.jpg,"The Dow and US stock futures are pointing to a mixed open following weaker-than-expected economic data in Europe and renewed fears about the trade war.",Negative,Article,"CNN Business","Mon, 23 Sep 2019 09:02:13 -0400",
"Global stocks inch up on trade hopes but growth fears temper gains",https://www.reuters.com/article/us-global-markets/global-stocks-inch-up-on-trade-hopes-but-growth-fears-temper-gains-idUSKBN1W904G,https://cdn.snapi.dev/images/v1/f/b/m02d20190924t2i1433181923rlynxmpef8n07dw640.jpg,"Global shares ticked up on Tuesday after U.S. Treasury Secretary Steven Mnuchin said U.S.",Positive,Article,Reuters,"Mon, 23 Sep 2019 23:16:14 -0400",
"Japan's Motegi says no concern regarding U.S. threats of additional tariffs on Japan's autos",https://www.reuters.com/article/us-usa-trade-japan-motegi/japans-motegi-says-no-concern-regarding-u-s-threats-of-additional-tariffs-on-japans-autos-idUSKBN1W909F,https://cdn.snapi.dev/images/v1/g/e/m02d20190924t2i1433178028rlynxmpef8n06vw640.jpg,"Japanese Foreign Minister Toshimitsu Motegi said on Monday there should be no concern regarding U.S. threats of additional tariffs on Japan's autos, as the two sides hammer out a trade deal.",Neutral,Article,Reuters,"Mon, 23 Sep 2019 22:59:32 -0400",
"Trump’s Fed push echoes Ben Bernanke’s 2012 move",https://nypost.com/2019/09/23/trumps-fed-push-echoes-ben-bernankes-2012-move/,https://cdn.snapi.dev/images/v1/b/a/ben-bernankejpgquality90stripall.jpg,"Imagine this: Just weeks before the presidential election the Federal Reserve decides to pump many billions of dollars into the financial system — a move that will keep the economy percolating at least until after the president is re-elected. This action is known by the term “Quantitative Easing,” or QE, a move that could lead.",Neutral,Article,"New York Post","Mon, 23 Sep 2019 22:28:18 -0400",
"Oil eases as global demand concerns return, overshadowing Saudi supply doubts",https://www.reuters.com/article/us-global-oil/oil-eases-as-global-demand-concerns-return-overshadowing-saudi-supply-doubts-idUSKBN1W906Q,https://cdn.snapi.dev/images/v1/o/j/m02d20190924t2i1433163065rlynxmpef8n053w640.jpg,"Oil prices eased in early Asian trade on Tuesday as weak manufacturing data from Europe and Japan focused market attention on a gloomy outlook for demand, though lingering uncertainty over Saudi supply disruption braked the drop.",Negative,Article,Reuters,"Mon, 23 Sep 2019 22:02:22 -0400",oil
"U.S. stock futures gain on trade hopes, euro dogged by dismal data",https://www.reuters.com/article/us-global-markets/u-s-stock-futures-gain-on-trade-hopes-euro-dogged-by-dismal-data-idUSKBN1W904G,https://cdn.snapi.dev/images/v1/e/p/m02d20190924t2i1433151015rlynxmpef8n03mw640.jpg,"U.S. stock futures gained in early Asian trade on Tuesday after U.S. Treasury Secretary Steven Mnuchin said U.S.",Negative,Article,Reuters,"Mon, 23 Sep 2019 21:12:19 -0400",
"US-China trade talks will resume in two weeks, Mnuchin says",https://www.cnbc.com/2019/09/24/us-china-trade-talks-will-resume-in-two-weeks.html,https://cdn.snapi.dev/images/v1/u/a/101092135-157559816r.jpg,"U.S. Treasury Secretary Steven Mnuchin said Monday that the two country's negotiators had made some progress in easing their trade tensions in last week's deputy-level meetings.",Neutral,Article,CNBC,"Mon, 23 Sep 2019 20:31:00 -0400",
"Fed policymakers say lower rates are helping",https://www.reuters.com/article/us-usa-fed-bullard/fed-policymakers-say-lower-rates-are-helping-idUSKBN1W821I,https://cdn.snapi.dev/images/v1/p/v/m02d20190923t2i1433106724rlynxmpef8m25uw640.jpg,"The Federal Reserve has delivered a boost to the economy this year not only with interest-rate cuts but also because it shifted away from its earlier view that it would need to raise rates in 2019, two Fed policymakers said on Monday.",Positive,Article,Reuters,"Mon, 23 Sep 2019 20:18:15 -0400",
"U.S.-Japan trade deal hits snag as Tokyo seeks assurances on car tariffs",https://www.reuters.com/article/us-usa-trade-japan/u-s-japan-trade-deal-hits-snag-as-tokyo-seeks-assurances-on-car-tariffs-idUSKBN1W900Q,https://cdn.snapi.dev/images/v1/l/j/m02d20190924t2i1433138456rlynxmpef8n012w640.jpg,"A U.S.-Japan trade deal hit a last-minute snag as Japanese officials sought assurances that the Trump administration will not impose national security tariffs on Japanese-built cars and auto parts, people familiar with the talks said on Monday.",Negative,Article,Reuters,"Mon, 23 Sep 2019 20:14:33 -0400",
"Markets Open Week With Tight Trading",https://www.investopedia.com/markets-open-week-with-tight-trading-4771096,https://cdn.snapi.dev/images/v1/f/e/fed-loses-control-of-overnight-funding-market-before-fomc-meeting-915x510.jpg,"Markets closed Monday nearly unchanged. Microsoft is up against resistance, while the tech sector could be ready for a resurgence.",Neutral,Article,Investopedia,"Mon, 23 Sep 2019 19:58:03 -0400",
"Buying in Stocks Is Gaining Under the Surface",https://www.investopedia.com/buying-in-stocks-is-gaining-under-the-surface-4771098,https://cdn.snapi.dev/images/v1/e/t/etf39.jpg,"While some point to signs of sickness in the market, the data suggest that it is simply taking a breath before a leg higher.",Positive,Article,Investopedia,"Mon, 23 Sep 2019 19:57:42 -0400",
"U.S.-China trade talks will resume in two weeks: Mnuchin",https://www.reuters.com/article/us-usa-trade-china-mnuchin/u-s-china-trade-talks-will-resume-in-two-weeks-mnuchin-idUSKBN1W82UN,https://cdn.snapi.dev/images/v1/i/f/m02d20190923t2i1433132672rlynxmpef8m29nw640.jpg,"U.S. Treasury Secretary Steven Mnuchin said on Monday that he and U.S. Trade Representative Robert Lighthizer would meet with Chinese Vice Premier Liu He for trade talks in two weeks.",Neutral,Article,Reuters,"Mon, 23 Sep 2019 19:51:09 -0400",
"SEC settles charges with PwC LLP and partner for improper conduct and violating auditor independence rules",https://www.marketwatch.com/story/sec-settles-charges-with-pwc-llp-and-partner-for-improper-conduct-and-violating-auditor-independence-rules-2019-09-23,https://cdn.snapi.dev/images/v1/1/2/12pwtr-1.jpg,"The Securities and Exchange Commission settled charges with global accounting firm PricewaterhouseCoopers LLP on Monday for improper professional conduct in connection with 19 engagements on behalf of 15 SEC-registered companies and for violating auditor independence rules in connection with engagements for one additional issuer.",Negative,Article,"Market Watch","Mon, 23 Sep 2019 19:43:57 -0400",
"The days of sharp, sustained spikes in oil prices are likely gone for now, analyst tells Jim Cramer",https://www.cnbc.com/2019/09/23/rusty-braziel-to-jim-cramer-sharp-sustained-oil-price-hikes-unlikely.html,https://cdn.snapi.dev/images/v1/v/h/105704723-1548711482832img-1311.jpg,"""When you look at how much resiliency that there is built into the marketplace, I think most of the market assumes that if prices go up, the U.S. and other countries will respond,"" oil analyst Rusty Braziel says.",Neutral,Article,CNBC,"Mon, 23 Sep 2019 19:10:00 -0400","oil,cramer"
"Bitcoin Volatility Falls To Its Lowest Since April",https://www.forbes.com/sites/cbovaird/2019/09/23/bitcoin-volatility-falls-to-its-lowest-since-april/,https://cdn.snapi.dev/images/v1/k/b/0x600.jpg,"Bitcoin's volatility fell again today, hitting its lowest since April 1. When will the world's most prominent cryptocurrency break out of its doldrums?",Neutral,Article,Forbes,"Mon, 23 Sep 2019 17:10:00 -0400",crypto
"Total Return Alternatives: Balancing Portfolio Risks When Even Junk Yields Less than 5%",https://www.etftrends.com/total-return-alternatives-balancing-portfolio-risks-when-even-junk-yields-less-than-5/,https://cdn.snapi.dev/images/v1/z/i/total-return-alternatives-balancing-portfolio-risks-when-even-junk-yields-less-than-5-915x510.jpg,"Generating portfolio returns can be a major issue for investors in a low interest-rate environment. While an investor can pursue higher income by extending maturities or accepting poorer credit, each of those options come with their own risks.",Neutral,Article,"ETF Trends","Mon, 23 Sep 2019 17:01:13 -0400",
"Smart Beta Bond ETFs May Be Beginning to Attract Attention",https://www.etftrends.com/fixed-income-channel/smart-beta-bond-etfs-may-be-beginning-to-attract-attention/,https://cdn.snapi.dev/images/v1/k/a/smart-beta-bond-etfs-may-be-beginning-to-attract-attention-915x510.jpg,"Factor-based ETFs have become popular tools for equity investors to enhance their portfolios, but the same can’t be said for smart beta bond ETFs. Nevertheless, some are beginning to look into these alternative index-based bond strategies.",Positive,Article,"ETF Trends","Mon, 23 Sep 2019 16:15:21 -0400",
"Oil rises about 1% on concerns about return of Saudi output",https://www.reuters.com/article/us-global-oil/oil-rises-about-1-on-concerns-about-return-of-saudi-output-idUSKBN1W8037,https://cdn.snapi.dev/images/v1/i/4/m02d20190923t2i1432930881rlynxmpef8m034w640.jpg,"Oil ended about 1% higher on Monday after a volatile trading session as traders focused on when Saudi Arabia would be able to restore full output following the Sept. 14 attack on its facilities.",Positive,Article,Reuters,"Mon, 23 Sep 2019 16:08:59 -0400",oil
"Predicting The Unpredictable: Israeli Elections, Fed Policy, U.S.-China Trade War, And Brexit",https://www.forbes.com/sites/markrosenberg/2019/09/23/predicting-the-unpredictable-israeli-elections-fed-policy-u-s-china-trade-war-and-brexit/,https://cdn.snapi.dev/images/v1/p/4/0x600.jpg,"Forward-looking updates from GeoQuant's high-frequency political risk intelligence platform.",Negative,Article,Forbes,"Mon, 23 Sep 2019 15:27:00 -0400",
"Traditional Freight Brokers Investing Millions To Stay On Top",https://www.benzinga.com/news/19/09/14475326/traditional-freight-brokers-investing-millions-to-stay-on-top,https://cdn.snapi.dev/images/v1/k/h/truck-3401529-1920-127.jpg,"New technologies are changing the way the freight brokerage industry performs day-to-day operations.",Neutral,Article,Benzinga,"Mon, 23 Sep 2019 15:23:43 -0400",
"Can Markets Surpass All-Time Highs?",https://www.etftrends.com/fixed-income-channel/can-markets-surpass-all-time-highs/,https://cdn.snapi.dev/images/v1/4/v/can-markets-surpass-all-time-highs-915x510.jpg,"Earlier this month the Dow posted its first eight-day winning streak in over a year, with improving sentiment around U.S.-China trade relations.",Positive,Article,"ETF Trends","Mon, 23 Sep 2019 15:12:13 -0400",
"SmartStops.net: Helping Investors Lock In Profits More Efficiently",https://www.benzinga.com/fintech/19/09/14473568/smartstops-net-helping-investors-lock-in-profits-more-efficiently,https://cdn.snapi.dev/images/v1/v/n/106140634-thumbnailexplains-recessions01-clean.jpg,"Benzinga is highlighting nominees for the fifth annual Benzinga Global Fintech Awards ahead of the event Nov.",Positive,Article,Benzinga,"Mon, 23 Sep 2019 14:41:27 -0400",
"Fed's Bullard: U.S.-China trade relations probably had to come to a head",https://www.reuters.com/article/us-usa-fed-bullard-china/feds-bullard-u-s-china-trade-relations-probably-had-to-come-to-a-head-idUSKBN1W8260,https://cdn.snapi.dev/images/v1/c/u/m02d20190923t2i1433042533rlynxmpef8m1qrw640.jpg,"St. Louis Federal Reserve President James Bullard said on Monday it was probably inevitable that the United States and China would clash on trade, given that China has not lived up to commitments made when it was allowed into the World Trade Organization.",Neutral,Article,Reuters,"Mon, 23 Sep 2019 14:04:45 -0400",
"Stocks may be poised for dramatic surge, if they can break out of their current range, analysts say",https://www.cnbc.com/2019/09/23/stocks-may-be-poised-for-dramatic-surge-technical-analysts-say.html,https://cdn.snapi.dev/images/v1/p/w/106063271-1565109665375rtx72feg.jpg,"Stocks have been grinding sideways, but technical analysts say once they breakout, the move to the upside could be powerful.",Positive,Article,CNBC,"Mon, 23 Sep 2019 14:02:00 -0400",
"5 Must-Know Digital Marketing Facts for Financial Advisors",https://www.iris.xyz/sell/advisor-marketing/5-must-know-digital-marketing-facts-for-advisors,https://cdn.snapi.dev/images/v1/q/p/5-must-know-digital-marketing-facts-for-advisors-1-1000x600.png,"Digital marketing is continuing to rise as the most effective way to reach potentials clients. Your digital marketing strategy can make or break the success of your business so it’s critical that you put your energy into making sure that you have an effective strategy.",Neutral,Article,Iris,"Mon, 23 Sep 2019 14:00:36 -0400",
"Toy sales, hit by Toys R Us' bankruptcy last year, are expected to make a comeback",https://www.cnbc.com/2019/09/23/toy-sales-are-expected-to-make-a-comeback-this-year-npd-says.html,https://cdn.snapi.dev/images/v1/1/0/104911851-gettyimages-878078778.jpg,"After Toys R Us' bankruptcy, toy sales surged 7% during the first half of 2018 as parents stocked up, then dove 2% during the holidays. Now, the industry is poised for a comeback.",Positive,Article,CNBC,"Mon, 23 Sep 2019 13:36:00 -0400",
