title,news_url,image_url,text,sentiment,type,source_name,date,topics
"Fed Chair Powell Suggests When Interest Rates Cuts Will Be Appropriate",https://247wallst.com/investing/2019/07/10/fed-chair-powell-suggests-when-interest-rates-cuts-will-be-appropriate/,https://cdn.snapi.dev/images/v1/1/1/11nafa-2.jpg,"The Semiannual Monetary Policy Report is being made to Congress this week, and Federal Reserve Chair Jerome Powell was testifying before the Committee on Financial Services in the U.S. House of Representatives on Wednesday, July 10.",Positive,Article,"24/7 Wall Street","Wed, 10 Jul 2019 10:29:51 -0400",
"Fed’s Powell says trade, slow growth ‘weigh’ on US economic outlook",https://nypost.com/2019/07/10/feds-powell-says-trade-slow-growth-weigh-on-us-economic-outlook/,https://cdn.snapi.dev/images/v1/j/a/jay-powell-congressjpgquality90stripall.jpg,"Concerns about trade policy and a weak global economy “continue to weigh on the US economic outlook” and the Federal Reserve stands ready to “act as appropriate” to sustain a decade-long expansion, Fed Chairman Jerome Powell said on Wednesday in remarks that could bolster expectations of an interest rate cut later this month. In prepared.",Neutral,Article,"New York Post","Wed, 10 Jul 2019 10:25:09 -0400",
"Fed Chair Powell Signals Openness to Rate Cut and Stock Market Rallies",https://www.nytimes.com/2019/07/10/business/economy/jerome-powell-rate-cut.html,https://cdn.snapi.dev/images/v1/m/e/merlin-129605579-1783c584-a574-4bd8-8239-eb3bfe3f4b44-articlelargejpgquality75autowebpdisableupscale.jpg,"Jerome H. Powell told lawmakers that trade tensions and global economic issues continue to weigh on the United States economy.",Positive,Article,NYTimes,"Wed, 10 Jul 2019 10:24:03 -0400",paywall
"Investors Focus on Powell's Testimony",http://www.zacks.com/stock/news/440444/investors-focus-on-powells-testimony,https://cdn.snapi.dev/images/v1/d/e/default13-2.jpg,"In today’s pre-market, we look forward to a public speech by Federal Reserve Chair Jay Powell. Discussions will include, most prominently, whether or not the interest rate cut baked into the stock market currently — at a 100% chance — is warranted, or if there if some idea the Fed Chair looks to hold at 2.25-2.50%.",Neutral,Article,"Zacks Investment Research","Wed, 10 Jul 2019 10:24:00 -0400",
"Stock Market Hits Record Highs On Fed Chair Powell's Dovish Comments",https://www.investors.com/market-trend/stock-market-today/dow-jones-stock-market-rally-fed-chief-powell-dovish-comments-amazon-netflix-stock/,https://cdn.snapi.dev/images/v1/w/a/wall-street-264381-1920-42.jpg,"The Dow Jones industrials gained more than 100 points after Fed Chair Powell's dovish comments Wednesday. Amazon added to its recent breakout.",Positive,Article,"Investors Business Daily","Wed, 10 Jul 2019 10:16:07 -0400",
"Fed-funds futures traders now see 16% chance of half-point cut by Fed in July",https://www.marketwatch.com/story/fed-funds-futures-traders-now-see-16-chance-of-half-point-cut-by-fed-in-july-2019-07-10,https://cdn.snapi.dev/images/v1/b/a/bank36.jpg,"Fed-funds futures traders on Wednesday increased bets on a half-point cut in interest rates by the Federal Reserve at the end of the month, according to CME Group's FedWatch tool. Based on trading in the contracts, traders see a 16.3% chance the Fed cuts its official policy rate by 50 basis points on July 31, compared to just 3.3% on Tuesday.",Neutral,Article,"Market Watch","Wed, 10 Jul 2019 09:59:09 -0400",
"All Eyes & Ears on Fed Chair Powell",http://www.zacks.com/stock/news/440399/all-eyes-ears-on-fed-chair-powell,https://cdn.snapi.dev/images/v1/u/n/etf24.jpg,"Fed Chair Powell remains troubled by uncertainty over trade, global growth and unresolved issues with Brexit and the U.S. debt ceiling.",Neutral,Article,"Zacks Investment Research","Wed, 10 Jul 2019 09:57:00 -0400",
"The Fed chief just told markets a rate cut is coming, now it's just a question of how big",https://www.cnbc.com/2019/07/10/powell-tells-market-a-rate-cut-is-coming-in-july.html,https://cdn.snapi.dev/images/v1/e/e/ee34-7.jpg,"Powell's dovish remarks, prepared for Congressional testimony, reaffirmed the Fed could cut interest rates in the near future.",Positive,Article,CNBC,"Wed, 10 Jul 2019 09:56:00 -0400",
"Watch Fed Chair Jerome Powell testify to Congress as stocks rally, rates fall",https://www.cnbc.com/2019/07/10/watch-fed-chair-jerome-powell-testify-to-congress-as-stocks-rally-rates-fall.html,https://cdn.snapi.dev/images/v1/1/0-3/106011637-1562768578570gettyimages-1154872432.jpeg,"Federal Reserve Chairman Jerome Powell testifies in front of the House Financial Services Committee on Wednesday.",Positive,Article,CNBC,"Wed, 10 Jul 2019 09:50:00 -0400",
"Prepared Remarks From Fed Chair Seem To Point To Dovishness; Testimony Ahead",https://www.forbes.com/sites/jjkinahan/2019/07/10/prepared-remarks-from-fed-chair-seem-to-point-to-dovishness-testimony-ahead/,https://cdn.snapi.dev/images/v1/m/u/mu-icon-fed-1200x801-3.jpg,"Fed Chair Jerome Powell kicks off two days of Congressional testimony, and the first hint—his prepared remarks—seemed to strike a dovish tone.",Neutral,Article,Forbes,"Wed, 10 Jul 2019 09:37:00 -0400",
"Fed chairman hints at first interest rate cut in over a decade",https://www.theguardian.com/business/2019/jul/10/jerome-powell-federal-reserve-interest-rates-cut-decade,https://cdn.snapi.dev/images/v1/3/0/3000jpgwidth460quality85autoformatfitmaxs9efd4d9126632717e3786730df17646b.jpg,"Officials believe weakening global economy and rising trade tensions strengthened the case for a rate cut, Jerome Powell wrote.",Positive,Article,"The Guardian","Wed, 10 Jul 2019 09:36:31 -0400",
"White House is likely to send USMCA trade deal to Congress after Sept. 1, sources say",https://www.cnbc.com/2019/07/10/trump-white-house-likely-to-send-usmca-trade-deal-to-congress-after-sept-1.html,https://cdn.snapi.dev/images/v1/1/0-3/105815081-1553614592090gettyimages-1066720806.jpeg,"The move would set up a vote on President Donald Trump's replacement for the North American Free Trade Agreement by the end of the year.",Neutral,Article,CNBC,"Wed, 10 Jul 2019 09:36:00 -0400",
"Wall Street opens higher after Powell's remarks boost rate cut hopes",https://www.reuters.com/article/us-usa-stocks/wall-street-opens-higher-after-powells-remarks-boost-rate-cut-hopes-idUSKCN1U51CX,https://cdn.snapi.dev/images/v1/a/s/asset-management28-10.jpg,"U.S. stocks opened higher on Wednesday as hopes of an interest rate cut later this month were boosted by Federal Reserve Chairman Jerome Powell's comment that the central bank would ""act as appropriate"" to sustain record U.S. growth.",Positive,Article,Reuters,"Wed, 10 Jul 2019 09:35:26 -0400",
"Stock rise at open Wednesday after Fed's Powell signals likely interest rate cut in testimony to Congress",https://www.marketwatch.com/story/stock-rise-at-open-wednesday-after-feds-powell-signals-likely-interest-rate-cut-in-testimony-to-congress-2019-07-10,https://cdn.snapi.dev/images/v1/e/t-2/etf26-51.jpg,"U.S. stocks rose on opening Wednesday after Federal Reserve chair Jerome Powell's planned testimony to Congress at 10.00 am Eastern indicated a likely interest rate cut later this month.",Positive,Article,"Market Watch","Wed, 10 Jul 2019 09:33:37 -0400",
