title,news_url,image_url,text,sentiment,type,source_name,date,topics
"Principles of Growth Investing",https://www.fool.com/investing/principles-of-growth-investing.aspx?source=iedfolrf0000001,https://cdn.snapi.dev/images/v1/u/r/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f4785522fcoins-stacked-to-look-like-rocket-ship.jpg,"Thinking about buying a growth stock? Here's a checklist that you can use to greatly increase your odds of success.",Positive,Article,"The Motley Fool","Wed, 10 Apr 2019 22:05:00 -0400",
"Israeli cybersecurity company Tufin prices IPO at $14 a share",http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/uaECnMMEb1Q/story.aspx,https://cdn.snapi.dev/images/v1/e/t/etf48-8.jpg,"Tufin Software Technologies Ltd.  priced shares at $14 in its initial public offering Wednesday evening, setting up the Israeli cybersecurity company for a Thursday trading debut.",Positive,Article,"Market Watch","Wed, 10 Apr 2019 18:55:46 -0400",
"Stocks end mostly higher after Fed minutes",http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/qGkzdlxCJtw/story.aspx,https://cdn.snapi.dev/images/v1/e/t/etf32-4.jpg,"Stocks ended mostly higher on Wednesday as investors focused on the minutes of the March Fed meeting and a policy update by the European Central Bank. The S&P 500  was up around 0.4% to end around 2,888.",Positive,Article,"Market Watch","Wed, 10 Apr 2019 16:01:51 -0400",
"Uber IPO Expects Valuation Near $100 Billion, Below Prior Estimates",http://feedproxy.google.com/~r/InternetTechnologyRss/~3/6bZncRNmZd8/,https://cdn.snapi.dev/images/v1/u/b/ub3.jpg,"The IPO of Uber Technologies is seeking a market valuation of up to $100 billion, below the $120 billion valuation Wall Street bankers reportedly indicated they felt it was worth in October.",Neutral,Article,"Investors Business Daily","Wed, 10 Apr 2019 12:34:38 -0400",
"Robinhood Launches New Premium Trading Features",http://feeds.benzinga.com/~r/benzinga/~3/lFZ8nRiWU0s/robinhood-launches-new-premium-trading-features,https://cdn.snapi.dev/images/v1/1/0/10938fde-9633-4f7d-84db-437699d3aaaf.png,"Robinhood on Wednesday announced the rollout of several new features to its premium Robinhood Gold offering, including Level 2 market data and research from the Morningstar analyst team.",Positive,Article,Benzinga,"Wed, 10 Apr 2019 11:59:37 -0400",
"Ned Davis Research founder says 'algos' have ruined day trading",https://www.cnbc.com/2019/04/10/ned-davis-research-founder-says-algos-have-ruined-day-trading.html,https://cdn.snapi.dev/images/v1/1/0/104991054-gettyimages-847392716530x298.jpg,"Ned Davis, the founder of his namesake research firm, found success as a day trader for about three decades. But now, he wouldn't even try it.",Negative,Article,CNBC,"Wed, 10 Apr 2019 11:40:00 -0400",
"Private jet company Vista Global to acquire JetSmarter, once touted as the Uber of private jets",https://www.cnbc.com/2019/04/10/private-jet-company-vista-global-to-acquire-jetsmarter.html,https://cdn.snapi.dev/images/v1/1/0/105138799-sergey-1530x298.jpg,"Private jet company Vista Global agreed to acquire JetSmarter, betting that the value of JetSmarter's technology will outweigh the controversy and lawsuits still dogging the company.",Neutral,Article,CNBC,"Wed, 10 Apr 2019 11:14:00 -0400",
"Warren Buffett wants to ask the 2020 presidential candidates this 1 question",https://www.cnbc.com/2019/04/10/question-warren-buffett-wants-to-ask-2020-presidential-candidates.html,https://cdn.snapi.dev/images/v1/1/0/105758390-15511059379711u8a93641910x1000.jpg,"""That's really the test,"" the billionaire says.",Positive,Article,CNBC,"Wed, 10 Apr 2019 10:46:00 -0400",wbuffett
"An Australian start-up is using robots to pull weeds and herd cattle",https://www.cnbc.com/2019/04/10/an-australian-start-up-is-using-robots-to-pull-weeds-and-herd-cattle.html,https://cdn.snapi.dev/images/v1/1/0/105843243-1554894977347gettyimages-1001753994530x298.jpeg,"Technology is driving change across the agriculture sector.",Positive,Article,CNBC,"Wed, 10 Apr 2019 09:51:00 -0400",
"Zoom is poised to be one of the most richly valued tech companies after it goes public",https://www.cnbc.com/2019/04/10/zoom-poised-to-join-most-richly-valued-tech-companies-after-ipo.html,https://cdn.snapi.dev/images/v1/1/0/105284513-eric-headshot-wide-aug530x298-2.jpg,"At the top end of its pricing range, Zoom would be worth over $8 billion and investors are paying a high multiple relative to its peers.",Positive,Article,CNBC,"Wed, 10 Apr 2019 09:32:00 -0400",
"Finding Golden Investment Opportunities in the Footnotes",https://www.forbes.com/sites/greatspeculations/2019/04/10/finding-golden-investment-opportunities-in-the-footnotes/,https://cdn.snapi.dev/images/v1/0/x/0x600-49.jpg,"My firm's analysis of footnotes is critical to finding companies where reported earnings understate economic earnings.",Neutral,Article,Forbes,"Wed, 10 Apr 2019 09:20:00 -0400",
