title,news_url,image_url,text,sentiment,type,source_name,date,topics
"Oil dips as rising OPEC, US output seen making up for Iran sanctions shortfall",https://www.cnbc.com/2019/04/30/oil-market-rising-us-and-opec-output-iran-sanctions-in-focus.html,https://cdn.snapi.dev/images/v1/1/0-2/102952129-image1.jpg,"Oil prices dipped on Tuesday on expectations rising output from the United States and producer club OPEC would offset most of the shortfall expected from U.S. sanctions on Iran, but analysts said markets remained tight.",Neutral,Article,CNBC,"Mon, 29 Apr 2019 21:19:00 -0400",
"Slack Relies Heavily on Its Biggest Customers",https://www.fool.com/investing/2019/04/29/slack-relies-heavily-on-its-biggest-customers.aspx?source=iedfolrf0000001,https://cdn.snapi.dev/images/v1/s/l/sl23.jpg,"The 575 big spenders represented 40% of revenue last year.",Neutral,Article,"The Motley Fool","Mon, 29 Apr 2019 20:45:00 -0400",
"Wall Street banks boycott Brunei-owned hotels after kingdom makes homosexuality punishable by death",https://www.cnbc.com/2019/04/29/wall-street-boycotts-brunei-owned-hotels-after-gay-death-penalty-law.html,https://cdn.snapi.dev/images/v1/1/0-2/105830478-1554296352657gettyimages-1134553844.jpeg,"J.P. Morgan and a growing list of banks are banning employees from staying at hotels owned by the Sultan of Brunei.",Neutral,Article,CNBC,"Mon, 29 Apr 2019 17:16:00 -0400",
"3 Upcoming IPOs to Add to Your Watchlist",https://www.fool.com/investing/2019/04/29/3-upcoming-ipos-to-add-to-your-watchlist.aspx?source=iedfolrf0000001,https://cdn.snapi.dev/images/v1/u/r-2/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5198312fa-person-holding-a-paper-airplane-with-a-chalk-board-in-the-background-containing-the-word-ipo.jpg,"The world's most profitable company, a messaging and collaboration software provider, and a manufacturer of plant-based ""meat"" products have upcoming IPOs worth watching.",Positive,Article,"The Motley Fool","Mon, 29 Apr 2019 17:04:00 -0400",
"Five ways this economic expansion could come to an abrupt end",https://www.cnbc.com/2019/04/29/five-ways-this-economic-expansion-could-come-to-an-abrupt-end.html,https://cdn.snapi.dev/images/v1/a/s/asset-management31-2.jpg,"Deutsche Bank: At any time, there could be an event that would signal an end of the economic expansion.",Negative,Article,CNBC,"Mon, 29 Apr 2019 15:11:00 -0400",
"U.S. expects to borrow $30 billion in second quarter",http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/ZZkiEe--MfM/story.aspx,https://cdn.snapi.dev/images/v1/t/r/tre62.jpg,"The U.S. Treasury expects to borrow $30 billion in the second quarter, $53 billion lower than previously estimated, according to a statement Monday. The new forecast includes an end-of-quarter cash balance of $270 billion.",Neutral,Article,"Market Watch","Mon, 29 Apr 2019 15:06:44 -0400",
"The We Company, formerly known as WeWork, files confidentially for IPO",https://www.cnbc.com/2019/04/29/the-we-company-formerly-known-as-wework-files-confidentially-for-ipo.html,https://cdn.snapi.dev/images/v1/1/0-2/104473156-gettyimages-683396690.jpg,"The We Company, formerly known as WeWork, filed confidentially for an IPO, the company said in a press release on Monday.",Positive,Article,CNBC,"Mon, 29 Apr 2019 14:55:00 -0400",
"4 Things You Need to Know About Slack's Upcoming IPO",https://www.fool.com/investing/2019/04/29/4-things-you-need-to-know-about-slacks-upcoming-ip.aspx?source=iedfolrf0000001,https://cdn.snapi.dev/images/v1/u/r-2/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5217102fmacos-english-us-2x.png,"The wildly popular enterprise chat client is about to go public.",Positive,Article,"The Motley Fool","Mon, 29 Apr 2019 14:49:00 -0400",
"What to Watch in This Week’s Federal Reserve Meeting",https://www.fool.com/investing/2019/04/29/what-to-watch-in-this-weeks-federal-reserve-meetin.aspx?source=iedfolrf0000001,https://cdn.snapi.dev/images/v1/u/r-2/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5216862finterest-rates.jpg,"Here’s what you need to know about the next FOMC meeting and the potential for a change in interest rates.",Neutral,Article,"The Motley Fool","Mon, 29 Apr 2019 14:02:00 -0400",
"Online pet products company Chewy files for an IPO",http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/AO-jqMZzBNU/story.aspx,https://cdn.snapi.dev/images/v1/c/e/ce23.jpg,"Chewy Inc. filed for an initial public offering, but the online provider of pet-parent services has not yet determined how many shares it will offer or what exchange the stock will trade on. The company said it will apply for the ticker symbol ""CHWY.",Positive,Article,"Market Watch","Mon, 29 Apr 2019 13:01:17 -0400",
"PetSmart's online business, Chewy.com, files to go public",https://www.cnbc.com/2019/04/29/petsmarts-online-business-chewycom-files-to-go-public.html,https://cdn.snapi.dev/images/v1/1/0-2/105879931-1556555287799chewy.jpg,"Chewy.com, the online pet product retailer owned by PetSmart, filed documents with regulators on Monday to prepare for an initial public offering.",Positive,Article,CNBC,"Mon, 29 Apr 2019 12:25:00 -0400",
"Pana raises $10 million Series A to help companies arrange travel for onsite interviews",http://feedproxy.google.com/~r/Techcrunch/~3/HE6k9r_QXEU/,https://cdn.snapi.dev/images/v1/p/l/planeflying.jpg,"Pana is a Denver startup now setting its sights on the corporate travel market, with a specific eye towards killing the back-and-forth email or spreadsheet coordination.",Neutral,Article,TechCrunch,"Mon, 29 Apr 2019 12:06:01 -0400",
"Iran's recession is driving a growth slowdown among region's oil exporters, IMF says",https://www.cnbc.com/2019/04/29/irans-recession-is-driving-growth-slowdown-in-oil-exporters-imf.html,https://cdn.snapi.dev/images/v1/1/0-2/105689778-1548053936803gettyimages-938201508.jpeg,"U.S. sanctions on Iran, oil production cuts and tighter fiscal conditions have all led to lower growth forecasts for the region's crude producers, the IMF reported Monday.",Negative,Article,CNBC,"Mon, 29 Apr 2019 10:23:00 -0400",
"This Week, Market Eyes China Talks, Fed Meeting As Earnings Continue",http://feeds.benzinga.com/~r/benzinga/~3/Ry4dt4WY45Q/this-week-market-eyes-china-talks-fed-meeting-as-earnings-continue,https://cdn.snapi.dev/images/v1/s/t/stock-exchange-1376107-960-720-108.jpeg,"After record-setting closes last week, the market this morning seems to be anticipating another busy week of earnings, a calendar full of economic reports and a rate decision from the Federal Reserve.",Neutral,Article,Benzinga,"Mon, 29 Apr 2019 10:06:59 -0400",earnings
"Hydrogen And Electric Forces Are Locked In A Battle For The Future Of Trucking",http://feeds.benzinga.com/~r/benzinga/~3/qAQkygYfEUY/hydrogen-and-electric-forces-are-locked-in-a-battle-for-the-future-of-trucking,https://cdn.snapi.dev/images/v1/5/t/5tt-2.jpg,"Billions of dollars are at stake as trucking prepares to build a cleaner future, a potential windfall that is fueling a longstanding debate over hydrogen vs.",Neutral,Article,Benzinga,"Mon, 29 Apr 2019 09:57:11 -0400",
"Uber is pitching itself to investors as the next Amazon, but it’s losing billions",https://www.cnbc.com/2019/04/29/uber-is-pitching-itself-as-the-next-amazon-as-it-loses-billions.html,https://cdn.snapi.dev/images/v1/1/0-2/105694870-15482534889372i3a3123.jpg,"Uber will reportedly compare itself to Amazon during its pre-IPO roadshow to justify its losses as it expands its business.",Negative,Article,CNBC,"Mon, 29 Apr 2019 09:51:00 -0400",
"Beyond Meat: The Future Of Meat",https://seekingalpha.com/article/4257641-beyond-meat-future-meat?source=feed,https://cdn.snapi.dev/images/v1/s/a/saupload-f3kqrjeihklxm31taseyya1uiw9jaeyrxil6qlr3h7y-hkafy7uhptulzr8k5v5empraq3mjt9akl9l7nxir4uzpxzq2to-2s-9ezceowetih5r3xb7-sft-sa6l4tj2jls108gp.jpeg,"93% of all consumers who bought the Beyond Burger do not identify as vegetarian or vegan, suggesting Beyond Meat is competing with meat giants in the $1.4 trillion meat industry.",Neutral,Article,"Seeking Alpha","Mon, 29 Apr 2019 08:55:19 -0400",
"The Week Ahead: Is More Sector Trouble On The Way?",https://www.forbes.com/sites/tomaspray/2019/04/29/the-week-ahead-is-more-sector-trouble-on-the-way/,https://cdn.snapi.dev/images/v1/0/x/0x600-97.jpg,"In reaction to the recent sharp decline in health care sector and last week’s drop in the semiconductors Tom Aspray discusses why it is now a good idea to examine your sectors to see if any other are now in danger.",Neutral,Article,Forbes,"Mon, 29 Apr 2019 08:45:00 -0400",
"FutureLearn takes $65M from Seek Group for 50% stake in UK online degree platform",http://feedproxy.google.com/~r/Techcrunch/~3/a-Vdq1M5UcM/,https://cdn.snapi.dev/images/v1/c/u/cu28.jpg,"Edtech and recruitment continue to converge.",Positive,Article,TechCrunch,"Mon, 29 Apr 2019 07:53:20 -0400",
"Parsons Corp. to offer 18.5 million shares in planned IPO priced at $26 to $28 each",http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/UxUkElcGEf4/story.aspx,https://cdn.snapi.dev/images/v1/a/p/apr2.jpg,"Defense technology company Parsons Corp.  set terms for its planned initial public offering on Monday, saying it plans to offer 18.5 million shares priced at $26 to $28 each.",Positive,Article,"Market Watch","Mon, 29 Apr 2019 07:15:33 -0400",
"Vegas' Secret Sauce For Cannabis Success: Regulations",https://www.forbes.com/sites/nickkovacevich/2019/04/29/vegas-secret-sauce-for-cannabis-success-regulations/,https://cdn.snapi.dev/images/v1/p/t/pt-5784-186-o.jpg,"Nevada’s decades long experience with gaming means the state was well-equipped to launch its cannabis industry.",Neutral,Article,Forbes,"Mon, 29 Apr 2019 07:15:00 -0400",cannabis
"April business survey predicts slower pace of economic growth in the US",https://www.cnbc.com/2019/04/29/april-business-survey-predicts-slower-pace-of-economic-growth-in-the-us.html,https://cdn.snapi.dev/images/v1/1/0-2/105815230-1553618488652rtx6rfbm.jpg,"A survey of corporate economists predicts the pace of growth will decline as employers face pressure to raise wages, spend more on worker training, and automate tasks because of the low unemployment rate.",Negative,Article,CNBC,"Mon, 29 Apr 2019 06:51:00 -0400",
"How Chinese apps like TikTok are quietly racking up American users",https://www.cnbc.com/2019/04/29/how-chinese-apps-like-tiktok-have-been-catching-on-with-us-consumers.html,https://cdn.snapi.dev/images/v1/1/0-2/105856299-1555483909145tiktok.jpg,"U.S. consumers may not know it, but some of the most popular apps they are using are developed by Chinese firms.",Neutral,Article,CNBC,"Mon, 29 Apr 2019 01:57:00 -0400",
"Goldilocks Gets A Check-Up: A Diagnosis, And Prognosis",https://seekingalpha.com/article/4257584-goldilocks-gets-check-diagnosis-prognosis?source=feed,https://cdn.snapi.dev/images/v1/1/s/1sm.jpg,"The essence of the Goldilocks scenario involves an economy that is not ""too"" strong but not recessionary, and that has less inflation than feared.",Neutral,Article,"Seeking Alpha","Mon, 29 Apr 2019 01:50:00 -0400",
"The UAE signed a massive, $3.4 billion deal with China — and that 'isn't a surprise'",https://www.cnbc.com/2019/04/29/china-uae-trade-deal-on-belt-and-road-isnt-a-surprise-wef-president.html,https://cdn.snapi.dev/images/v1/1/0-2/105878447-1556498997005gettyimages-1139477714.jpeg,"The UAE and China signed $3.4 billion dollars worth of new deals on the weekend, as part of China's Belt and Road Initiative.",Positive,Article,CNBC,"Mon, 29 Apr 2019 01:05:00 -0400",
