title,news_url,image_url,text,sentiment,type,source_name,date,topics
"Confirmation of U.S.-China trade talks buoys shares, investor spirits",https://www.reuters.com/article/us-global-markets/confirmation-of-u-s-china-trade-talks-buoys-shares-investor-spirits-idUSKCN1VQ047,https://cdn.snapi.dev/images/v1/8/n/m02d20190905t2i1426350585rlynxnpef8402hw640.jpg,"Asian shares extended gains on Thursday and U.S. stock futures jumped after China said it will hold trade talks with the United States in early October, raising hopes they can de-escalate their trade war before it inflicts further damage on the global economy.",Positive,Article,Reuters,"Wed, 04 Sep 2019 22:53:44 -0400",
"Jerome Powell to speak on future interest rate policy in Switzerland",https://nypost.com/2019/09/04/jerome-powell-to-speak-on-future-interest-rate-policy-in-switzerland/,https://cdn.snapi.dev/images/v1/b/s/gettyimages-1165382668jpgquality90stripall.jpg,"Fed Chairman Jerome “Jay” Powell will speak on Friday in Switzerland. Wall Street always hopes that he will tip off future interest rate policy.",Neutral,Article,"New York Post","Wed, 04 Sep 2019 21:41:31 -0400",
"China and US agree to meet in October for trade negotiations: Chinese Ministry of Commerce",https://www.cnbc.com/2019/09/05/china-and-us-agree-to-meet-in-october-for-trade-negotiations-chinese-state-media.html,https://cdn.snapi.dev/images/v1/u/d/106096088-1566778497612gettyimages-1058471374.jpeg,"China's Ministry of Commerce said Thursday that the leaders of the U.S. and Chinese trade talks held a phone call in the morning and agreed to meet in early October for another round of negotiations.",Neutral,Article,CNBC,"Wed, 04 Sep 2019 21:35:00 -0400",
"U.S. economy growing modestly as trade war dents activity: Fed",https://www.reuters.com/article/us-usa-economy-beigebook/u-s-economy-growing-modestly-as-trade-war-dents-activity-fed-idUSKCN1VP2KK,https://cdn.snapi.dev/images/v1/5/s/m02d20190904t2i1426243328rlynxnpef831upw640.jpg,"The U.S. economy grew at a modest pace in recent weeks, with manufacturing buffeted by a global slowdown while consumer purchases gave mixed signals on the strength of household spending, the Federal Reserve reported on Wednesday.",Neutral,Article,Reuters,"Wed, 04 Sep 2019 14:06:35 -0400",
"YouTube will pay $170 million to settle claims it violated child privacy laws",https://www.cnbc.com/2019/09/04/youtube-to-pay-170-in-ftc-child-privacy-settlement.html,https://cdn.snapi.dev/images/v1/1/0/105959173-1560219107347gettyimages-684238732.jpeg,"The FTC's probe found that the company violated privacy policies aimed at protecting children.",Negative,Article,CNBC,"Wed, 04 Sep 2019 09:09:00 -0400",
"U.S., China agree to renew trade talks; stock futures shoot up",https://www.marketwatch.com/story/us-china-agree-to-renew-trade-talks-stock-futures-shoot-up-2019-09-04,https://cdn.snapi.dev/images/v1/e/t/etf26.jpg,"The U.S. and China will meet in early October for renewed trade talks, China's Ministry of Commerce announced early Thursday, local time.",Positive,Article,"Market Watch","Wed, 04 Sep 2019 22:31:07 -0400",
"Dow futures jump 200 points as China and US agree to meet for trade talks",https://www.cnbc.com/2019/09/05/dow-futures-jump-as-china-and-us-agree-to-meet-for-trade-talks.html,https://cdn.snapi.dev/images/v1/c/m/106030892-1563708018099gettyimages-1133448927.jpeg,"U.S. futures jumped Wednesday evening on the back of news that the U.S. and China had agreed to meet in early October for another round of negotiations.",Positive,Article,CNBC,"Wed, 04 Sep 2019 22:05:00 -0400",
"Oil prices slip after surprise build in US inventories",https://www.cnbc.com/2019/09/05/oil-markets-us-crude-stockpiles-in-focus.html,https://cdn.snapi.dev/images/v1/f/t/103210746-gettyimages-92810896.jpg,"Oil prices fell on Thursday, giving up some of the strong gains of the previous session, after an industry report showed U.S. crude stockpiles rose last week, against analyst expectations of a decline.",Negative,Article,CNBC,"Wed, 04 Sep 2019 21:37:00 -0400",oil
"Big investment banks have worst start to year since 2006",https://www.reuters.com/article/us-investment-banking-revenues/big-investment-banks-have-worst-start-to-year-since-2006-idUSKCN1VP33C,https://cdn.snapi.dev/images/v1/e/8/m02d20190904t2i1426322985rlynxnpef832grw640.jpg,"The world's largest investment banks have had their worst start to a year since 2006, according to the latest data published by industry analyst Coalition on Thursday.",Negative,Article,Reuters,"Wed, 04 Sep 2019 19:03:57 -0400",
"2019 Theme Of 'Slowing But Growing' Continues",https://www.forbes.com/sites/advisor-intelligence/2019/09/04/2019-theme-of-slowing-but-growing-continues/,https://cdn.snapi.dev/images/v1/a/s/asset-management2.jpg,"Don't be surprised to see both economic and earnings growth rates slow from the torrid pace they set in 2018 and likely slow down further in 2020.",Positive,Article,Forbes,"Wed, 04 Sep 2019 17:34:00 -0400",
"Fed's rate-cut debate focuses on 'robust' U.S. consumer",https://www.reuters.com/article/us-usa-fed/feds-rate-cut-debate-focuses-on-robust-u-s-consumer-idUSKCN1VP2DM,https://cdn.snapi.dev/images/v1/1/k/m02d20190904t2i1426219202rlynxnpef831oxw640.jpg,"Slowing global economies, the escalating trade war between Washington and Beijing and a warning sign of recession flashing in the U.S. Treasury market have all fed expectations the Federal Reserve is poised to lower rates at the close of its Sept.",Positive,Article,Reuters,"Wed, 04 Sep 2019 17:04:10 -0400",
"Wall Street Green on Wednesday (Sep 04)",http://www.gurufocus.com/news/940988/wall-street-green-on-wednesday,https://cdn.snapi.dev/images/v1/u/s/us-stock-etfs-slip-as-weak-factory-data-fuel-recession-fears-915x510.jpg,"U.S. stocks were in the green on Wednesday. The Dow Jones Industrial Average gained 0.91% to 26,355, the S&P 500 index advanced 1.08% to 2,937 and the Nasdaq Composite Index climbed 1.30% to 7,977.",Positive,Article,GuruFocus,"Wed, 04 Sep 2019 16:57:35 -0400",
"Dow Jones Today: Risk Ebbs — At Least For a Day",https://investorplace.com/2019/09/easing-of-tensions-in-hong-kong-lifted-riskier-assets-with-tech-soaring/,https://cdn.snapi.dev/images/v1/m/u/mu-ticker-chart1-1200x801.jpg,"We saw a solid performance from the Dow Jones today as hope springs eternal for a resolution to the trade war.
The post Dow Jones Today: Risk Ebbs — At Least For a Day appeared first on InvestorPlace.",Positive,Article,InvestorPlace,"Wed, 04 Sep 2019 16:19:21 -0400",
"Stock Market Today: Hong Kong Saves the Day",https://investorplace.com/2019/09/stock-market-today-hong-kong-saves-the-day/,https://cdn.snapi.dev/images/v1/h/k/hkfk2o2-1.jpg,"Here's what happened in the stock market today, including a look at Hong Kong, silver and gold prices and the new Street-high target on Roku.",Positive,Article,InvestorPlace,"Wed, 04 Sep 2019 16:18:59 -0400",
"Stocks end higher as fears of conflict in Hong Kong, disorderly Brexit recede",https://www.marketwatch.com/story/stocks-end-higher-as-fears-of-conflict-in-hong-kong-disorderly-brexit-recede-2019-09-04,https://cdn.snapi.dev/images/v1/s/r/srt322-1.jpg,"U.S. stocks rallied on Wednesday, mostly winning back ground lost on Tuesday, after Hong Kong's chief executive withdrew a controversial extradition bill that sparked months of protests and as fears that the United Kingdom would leave the European Union without an exit agreement faded, after Parliament voted to require Prime Minister Boris Johnson to ask the European Union to extend the deadline for leaving beyond Oct. 31 if a deal isn't reached by then.",Positive,Article,"Market Watch","Wed, 04 Sep 2019 16:05:12 -0400",
"US Indexes Rebound to Close Higher Wednesday (Sep 04)",http://www.gurufocus.com/news/940979/us-indexes-rebound-to-close-higher-wednesday,https://cdn.snapi.dev/images/v1/w/w/wwass22-1.jpg,"The Dow Jones Industrial Average closed at 26,355.47 on Wednesday with a gain of 237.45 points or 0.91%.",Positive,Article,GuruFocus,"Wed, 04 Sep 2019 16:04:50 -0400",
"Trump says US ‘not doing business with Huawei’",https://nypost.com/2019/09/04/trump-says-us-not-doing-business-with-huawei/,https://cdn.snapi.dev/images/v1/t/r/trump-responds-huaweijpgquality90stripall.jpg,"President Trump on Wednesday declined to directly address Chinese tech company Huawei’s allegations of US cyberattacks, as he called the matter a “national security concern.” “Huawei is a big concern of our military, of our intelligence agencies, and we are not doing business with Huawei,” the president told reporters at the White House.",Negative,Article,"New York Post","Wed, 04 Sep 2019 15:57:20 -0400",
"Wall Street rises on strong Chinese data, Hong Kong and Brexit news",https://www.reuters.com/article/us-usa-stocks/wall-street-rises-on-strong-chinese-data-hong-kong-and-brexit-news-idUSKCN1VP1KK,https://cdn.snapi.dev/images/v1/h/e/m02d20190904t2i1426156460rlynxnpef83122w640.jpg,"Wall Street's main indexes rebounded on Wednesday, after robust economic data from China, easing tensions in Hong Kong and British lawmakers' approval of a law to delay Brexit provided a dose of optimism to investors worried about global growth.",Positive,Article,Reuters,"Wed, 04 Sep 2019 15:32:50 -0400",
"Since 1989, these are the defensive sectors that fare best in the tough month of September",https://www.cnbc.com/2019/09/04/these-are-the-sp-500-sectors-that-fare-best-in-tough-september.html,https://cdn.snapi.dev/images/v1/i/j/ijej222-1.jpg,"Since 1990, defensive sectors have been among the best performers within the S&P 500 in the September, which historically has been the worst month for the stock market.",Positive,Article,CNBC,"Wed, 04 Sep 2019 15:13:00 -0400",
"What You Should Know About High Frequency Traders",http://www.zacks.com/stock/news/501728/what-you-should-know-about-high-frequency-traders,https://cdn.snapi.dev/images/v1/t/e/ted2111-1.jpg,"Learn about three steps that human investors can use to find HFT moves and beat them at their own game.",Neutral,Article,"Zacks Investment Research","Wed, 04 Sep 2019 15:04:00 -0400",
"Oil prices settle with a gain of more than 4%",https://www.marketwatch.com/story/oil-prices-settle-with-a-gain-of-more-than-4-2019-09-04,https://cdn.snapi.dev/images/v1/o/i/oil6.jpg,"Oil futures rallied on Wednesday, with U.S. prices scoring their largest one-day gain in about two months, tracking sharp gains in the U.S. stock market, as easing tensions in Hong Kong provided a boost to riskier assets.",Positive,Article,"Market Watch","Wed, 04 Sep 2019 14:56:09 -0400",oil
"VanEck Launches Bitcoin ‘ETF-Like’ Strategy for Institutional Investors",https://www.etftrends.com/tactical-allocation-channel/vaneck-launches-bitcoin-etf-like-strategy-for-institutional-investors/,https://cdn.snapi.dev/images/v1/d/y/vaneck-launches-bitcoin-etf-like-strategy-for-institutional-investor.jpg,"While a cryptocurrency ETF is stuck in limbo as regulators continue to scrutinize the newly developed investment class, VanEck and SolidX Management have developed a stopgap to help institutional buyers garner bitcoin exposure through an easy-to-use investment vehicle. VanEck and SolidX will begin offering shares in a limited capacity of a cryptocurrency ETF-esque investment to [.",Positive,Article,"ETF Trends","Wed, 04 Sep 2019 14:31:26 -0400",crypto
"Deep Dive: This ‘resilient’ dividend stock strategy can limit risks to your portfolio",https://www.marketwatch.com/story/this-resilient-dividend-stock-strategy-can-limit-risks-to-your-portfolio-2019-09-04,https://cdn.snapi.dev/images/v1/d/a/data-internet25.jpg,"(This is the fifth in a series about dividend stocks in today’s low interest-rate environment based on interviews with professional investors.",Positive,Article,"Market Watch","Wed, 04 Sep 2019 14:05:19 -0400",dividend
"‘Great Recession’ linked to long-term mental health issues: study",https://nypost.com/2019/09/04/great-recession-linked-to-long-term-mental-health-issues-study/,https://cdn.snapi.dev/images/v1/b/2/sad-millennial-02jpgquality90stripall.jpg,"Millions of Americans are still recovering from the “Great Recession” of 2008. But it’s not just their finances that took a hit.",Negative,Article,"New York Post","Wed, 04 Sep 2019 13:58:27 -0400",
"Global stocks rally, U.S. Treasury yield curve steepens on upbeat geopolitical news",https://www.reuters.com/article/us-global-markets/global-stocks-rally-u-s-treasury-yield-curve-steepens-on-upbeat-geopolitical-news-idUSKCN1VP02Q,https://cdn.snapi.dev/images/v1/m/q/m02d20190904t2i1426190315rlynxnpef831g0w640.jpg,"Stocks rebounded worldwide on Wednesday, and the U.S. Treasury yield curve steepened as easing geopolitical concerns and upbeat economic data from China helped revive investor risk appetite.",Neutral,Article,Reuters,"Wed, 04 Sep 2019 13:55:03 -0400",
"Are U.S. Treasuries An Assassin's Mace Or China's Trump Card? Weaponizing Treasuries In A Trade War",https://www.forbes.com/sites/leonlabrecque/2019/09/04/are-u-s-treasuries-an-assassins-mace-or-chinas-trump-card-weaponizing-treasuries-in-a-trade-war/,https://cdn.snapi.dev/images/v1/l/l/0x600.jpg,"Is China holding the ultimate 'Trump Card' in the form of U.S. Treasury Securities?",Negative,Article,Forbes,"Wed, 04 Sep 2019 13:51:00 -0400",
"The 10 Best-Performing Smart Beta ETFs Thus Far in 2019",https://www.etftrends.com/smart-beta-channel/10-best-performing-smart-beta-etfs-thus-far-in-2019/,https://cdn.snapi.dev/images/v1/e/t/etf12.jpg,"The last couple of months have been a rocky ride for investors as the U.S.-China trade war took them to new heights of volatility, including the largest decline of the year in the Dow Jones Industrial Average.",Positive,Article,"ETF Trends","Wed, 04 Sep 2019 13:31:10 -0400",
"Consider Risk When Building a Proper Bond Portfolio",https://www.etftrends.com/fixed-income-channel/consider-risk-when-building-bond-portfolio/,https://cdn.snapi.dev/images/v1/c/o/consider-risk-when-building-a-proper-bond-portfolio-915x510.jpg,"While bonds have been the default safe haven amid the recent volatility in the equities market, it can be daunting to look at all the options, such as government debt and corporate bonds. One way to go about building a proper bond portfolio is to consider the risks first and foremost.",Neutral,Article,"ETF Trends","Wed, 04 Sep 2019 13:31:09 -0400",
"U.S. trade deficit shrinks; shortfall with China still large",https://www.reuters.com/article/us-usa-economy-trade/u-s-trade-deficit-shrinks-shortfall-with-china-still-large-idUSKCN1VP1NT,https://cdn.snapi.dev/images/v1/d/l/m02d20190904t2i1426150951rlynxnpef8315qw640.jpg,"The U.S. trade deficit narrowed slightly in July, but the gap with China, a focus of the Trump administration's ""America First"" agenda, surged to a six-month high.",Neutral,Article,Reuters,"Wed, 04 Sep 2019 13:02:44 -0400",
"Gold Stocks Have Shimmered With Gold’s Rally",https://www.iris.xyz/learn/global/gold-stocks-have-shimmered,https://cdn.snapi.dev/images/v1/f/-/f-650x433.jpg,"Gold has continued to hit new six-year highs and was trading at $1,544 per ounce as of August 29. The yellow metal has surged so far in 2019 in part due to global economic concerns like the U.S.",Positive,Article,Iris,"Wed, 04 Sep 2019 13:00:04 -0400",gold
"In subtle differences, hints of robust Fed rate-cut debate",https://www.reuters.com/article/us-usa-fed/in-subtle-differences-hints-of-robust-fed-rate-cut-debate-idUSKCN1VP2DM,https://cdn.snapi.dev/images/v1/t/t/m02d20190904t2i1426219202rlynxnpef831oxw640.jpg,"With just two weeks to go before their next policy-setting meeting, leading Federal Reserve officials are describing the U.S. economy and what they should do about it in subtly different ways, hints that a robust debate about whether and how much to cut interest rates is underway.",Neutral,Article,Reuters,"Wed, 04 Sep 2019 12:50:34 -0400",
"Fed's Williams says will act as appropriate to keep economy on track",https://www.reuters.com/article/us-usa-fed-williams/feds-williams-says-will-act-as-appropriate-to-keep-economy-on-track-idUSKCN1VP1TY,https://cdn.snapi.dev/images/v1/b/b/m02d20190904t2i1426208588rlynxnpef8319ow640.jpg,"New York Federal Reserve President John Williams on Wednesday said he is ready to ""act as appropriate"" to help America avoid an economic downturn but so far the economy appeared to be in a good place.",Neutral,Article,Reuters,"Wed, 04 Sep 2019 12:16:04 -0400",
"In a world of disappearing income, these stable stocks pay a high dividend yield",https://www.cnbc.com/2019/09/04/in-a-world-of-disappearing-income-these-stable-stocks-pay-a-high-dividend-yield.html,https://cdn.snapi.dev/images/v1/b/q/105871628-1556190804449gettyimages-865438026.jpeg,"These stocks gives investors a higher yield than the market and the 0-year Treasury, thanks to their high and growing dividends and low credit risk.",Neutral,Article,CNBC,"Wed, 04 Sep 2019 12:15:00 -0400",dividend
"Wall Street rises on strong Chinese data, easing geopolitical concerns",https://www.reuters.com/article/us-usa-stocks/wall-street-rises-on-strong-chinese-data-easing-geopolitical-concerns-idUSKCN1VP1KK,https://cdn.snapi.dev/images/v1/2/h/m02d20190904t2i1426156460rlynxnpef83122w640.jpg,"Wall Street's main indexes rose on Wednesday as fears of a global economic slowdown were calmed by robust economic data from China, while easing tensions in Hong Kong added to an upbeat mood.",Positive,Article,Reuters,"Wed, 04 Sep 2019 12:13:10 -0400",
"Next Up In China Trade War: Biotech Purge?",https://www.forbes.com/sites/kenrapoza/2019/09/04/next-up-in-china-trade-war-biotech-purge/,https://cdn.snapi.dev/images/v1/f/x/0x600.jpg,"The Pentagon is making Chinese biotech an issue. Nasdaq listed biotech company Tyme is an example of why to worry, and why not to.",Neutral,Article,Forbes,"Wed, 04 Sep 2019 12:08:42 -0400",
"WeWork Faces More Criticism as It Closes in on IPO",https://247wallst.com/services/2019/09/04/wework-faces-more-criticism-as-it-closes-in-on-ipo/,https://cdn.snapi.dev/images/v1/w/w/wwe212-1.jpg,"The We Company, rebranded from WeWork, has filed an amended S-1 form with the U.S. Securities and Exchange Commission (SEC) regarding its initial public offering (IPO).",Negative,Article,"24/7 Wall Street","Wed, 04 Sep 2019 11:50:08 -0400",
"Mohnish Pabrai: What Investors Can Learn From Entrepreneurs",http://www.gurufocus.com/news/940426/mohnish-pabrai-what-investors-can-learn-from-entrepreneurs,https://cdn.snapi.dev/images/v1/a/s/asset-management15.jpg,"Before he became an investor and started Pabrai Funds, Mohnish Pabrai (Trades, Portfolio) was an entrepreneur.",Neutral,Article,GuruFocus,"Wed, 04 Sep 2019 11:30:17 -0400",
"Greenspan says whether there is a recession or not could depend on the stock market",https://www.cnbc.com/2019/09/04/greenspan-says-whether-there-is-a-recession-or-not-could-depend-on-the-stock-market.html,https://cdn.snapi.dev/images/v1/0/n/105515051-1539868157886img-5296r.jpg,"“We underestimate the wealth effect on the economy and this type of volatile stock market moves, it has an impact which I don’t think we fully understand nor measure correctly,” Greenspan said.",Negative,Article,CNBC,"Wed, 04 Sep 2019 10:20:00 -0400",
"Citi sees no trade deal before 2020 election",https://www.cnbc.com/2019/09/04/citi-sees-no-trade-deal-before-2020-election.html,https://cdn.snapi.dev/images/v1/o/7/105127904-gettyimages-940061634.jpg,"Citi no longer sees a conclusion to the trade war with China before the next U.S. presidential election.",Neutral,Article,CNBC,"Wed, 04 Sep 2019 10:18:00 -0400",
"Stocks could buck historical trend to turn out a September 'surprise': Strategist",https://www.cnbc.com/2019/09/04/stocks-could-buck-historical-trend-to-turn-out-a-september-surprise.html,https://cdn.snapi.dev/images/v1/c/q/106109874-1567543960040gettyimages-1163401856.jpeg,"A historically rough month for the stock market could turn out better than investors fear, says LPL Financial's Ryan Detrick.",Neutral,Article,CNBC,"Wed, 04 Sep 2019 10:08:00 -0400",
"Trade Balance Hits -$54 Billion; Hong Kong Cancels Extradition",http://www.zacks.com/stock/news/501311/trade-balance-hits-%2454-billion-hong-kong-cancels-extradition,https://cdn.snapi.dev/images/v1/0/5/101927545-img-0681.jpg,"This morning, the trade deficit for July came in at -$54.0 billion -- lower than the $53.4 billion expected.",Neutral,Article,"Zacks Investment Research","Wed, 04 Sep 2019 09:58:00 -0400",
"""Brexit"" And The US-China Trade War Drag On European Freight Markets",https://www.benzinga.com/news/19/09/14372816/brexit-and-the-us-china-trade-war-drag-on-european-freight-markets,https://cdn.snapi.dev/images/v1/y/u/brexit-2070857-1920-35.jpg,"Although consumption rates in Europe have remained durable and kept cargo demand reasonably buoyant this year, the U.S.",Negative,Article,Benzinga,"Wed, 04 Sep 2019 09:55:37 -0400",
"Stocks open solidly higher as tensions in Hong Kong ease",https://www.marketwatch.com/story/stocks-open-solidly-higher-as-tensions-in-hong-kong-ease-2019-09-04,https://cdn.snapi.dev/images/v1/u/s/us-stock-etfs-slip-as-weak-factory-data-fuel-recession-fears-915x510.jpg,"Stocks opened in rebound mode Wednesday, joining a global equity rally that analysts tied to Hong Kong's decision to withdraw an extradition bill that sparked months of protests.",Positive,Article,"Market Watch","Wed, 04 Sep 2019 09:32:49 -0400",
"Wall St. set to open higher as upbeat Chinese data eases growth worries",https://www.reuters.com/article/us-usa-stocks/wall-st-set-to-open-higher-as-upbeat-chinese-data-eases-growth-worries-idUSKCN1VP1KK,https://cdn.snapi.dev/images/v1/m/0/m02d20190904t2i1426156460rlynxnpef83122w640.jpg,"U.S. stocks were set to open higher on Wednesday after encouraging data from China allayed concerns of slowing global growth, with sentiment getting a boost from easing of tensions in Hong Kong following the withdrawal of a controversial bill.",Positive,Article,Reuters,"Wed, 04 Sep 2019 09:26:55 -0400",
"NY Fed President John Williams says low inflation is 'the problem of this era'",https://www.cnbc.com/2019/09/04/ny-feds-john-williams-says-low-inflation-is-the-problem-of-this-era.html,https://cdn.snapi.dev/images/v1/x/l/104578104-gettyimages-490462964.jpg,"New York Fed President John Williams said in a speech Wednesday that sluggish inflation is one of the central bank's most pressing issues",Negative,Article,CNBC,"Wed, 04 Sep 2019 09:20:00 -0400",
"Tensions Ease Overseas, Spreading Positive Tone To Wall Street Early On",https://www.forbes.com/sites/jjkinahan/2019/09/04/tensions-ease-overseas-spreading-positive-tone-to-wall-street-early-on/,https://cdn.snapi.dev/images/v1/f/2/mu410.jpg,"It looks like overseas events are giving U.S. futures a lift as a couple of festering geopolitical issues in Hong Kong and the U.K.",Positive,Article,Forbes,"Wed, 04 Sep 2019 09:19:00 -0400",
"Jeff Clark’s Market Minute: This Hasn’t Happened in Three Years",https://investorplace.com/2019/09/jeff-clarks-market-minute-this-hasnt-happened-in-three-years-jcmm/,https://cdn.snapi.dev/images/v1/g/o/gold10.jpg,"Right now is probably not the best time to be putting new money to work in the gold sector. We’ll have a better chance in the months ahead.",Neutral,Article,InvestorPlace,"Wed, 04 Sep 2019 09:16:08 -0400",
"The Big Short's Michael Burry says he has found the next market bubble",https://www.cnbc.com/2019/09/04/the-big-shorts-michael-burry-says-he-has-found-the-next-market-bubble.html,https://cdn.snapi.dev/images/v1/s/h/short7272-1.jpg,"Michael Burry, one of the first investors to call and profit from the subprime mortgage crisis, is seeing a similar bubble in passive investing, according to Bloomberg News.",Negative,Article,CNBC,"Wed, 04 Sep 2019 09:09:00 -0400",
