title,news_url,image_url,text,sentiment,type,source_name,date,topics
"U.S.-China Trade Deal a Pipe Dream?",http://www.zacks.com/stock/news/499677/us-china-trade-deal-a-pipe-dream,https://cdn.snapi.dev/images/v1/m/e/etf23.jpg,"A new round of tariffs levied in the ongoing trade war between the U.S. and China were put into place Sunday.",Neutral,Article,"Zacks Investment Research","Tue, 03 Sep 2019 10:04:00 -0400",
"Exclusive: ECB package could include rate cut, tiering, new guidance: sources",https://www.reuters.com/article/us-ecb-policy-exclusive/exclusive-ecb-package-could-include-rate-cut-tiering-new-guidance-sources-idUSKCN1VO1LS,https://cdn.snapi.dev/images/v1/n/p/m02d20190903t2i1425770326rlynxnpef8217kw640.jpg,"ECB policymakers are leaning toward a stimulus package that includes a rate cut, a beefed-up pledge to keep rates low for longer and compensation for banks over the side-effects of negative rates, five sources familiar with the discussion said.",Neutral,Article,Reuters,"Tue, 03 Sep 2019 09:41:54 -0400",earnings
"Wall St. opens lower as U.S.-China trade tensions weigh",https://www.reuters.com/article/us-usa-stocks/wall-st-opens-lower-as-u-s-china-trade-tensions-weigh-idUSKCN1VO1EC,https://cdn.snapi.dev/images/v1/a/w/m02d20190903t2i1425768816rlynxnpef8211bw640.jpg,"U.S. stocks fell broadly at the open on Tuesday, as Washington's new round of tariffs on some Chinese goods kicked in and after a report that officials from both sides were struggling to decide on the schedule for a meeting this month.",Negative,Article,Reuters,"Tue, 03 Sep 2019 09:41:45 -0400",
"Market Appears Ready To Give Back Last Week's Gains As New Tariffs Take Effect",https://www.forbes.com/sites/jjkinahan/2019/09/03/market-appears-ready-to-give-back-last-weeks-gains-as-new-tariffs-take-effect/,https://cdn.snapi.dev/images/v1/6/4/mu-ticker-chart1-1200x801.jpg,"Tariffs may grab the headlines, but it’s really a mix of global disruptions that have the markets under pressure. The Atlantic hurricane, tension in Hong Kong, and weakness in the British pound are among the factors that could weigh.",Negative,Article,Forbes,"Tue, 03 Sep 2019 09:40:00 -0400",
"Improving Digital Freight Markets: Lessons From History",https://www.benzinga.com/news/19/09/14365953/improving-digital-freight-markets-lessons-from-history,https://cdn.snapi.dev/images/v1/1/9/m02d20190901t2i1424955504rlynxnpef8019bw640.jpg,"The digitization of the supply chain industry has been all the buzz in recent years.",Neutral,Article,Benzinga,"Tue, 03 Sep 2019 09:39:03 -0400",
"Stocks fall at the open as U.S. and China tariffs kick in",https://www.marketwatch.com/story/stocks-fall-at-the-open-as-us-and-china-tariffs-kick-in-2019-09-03,https://cdn.snapi.dev/images/v1/1/0/105625342-1544705114213gettyimages-942672572.jpeg,"U.S. stocks sold off at the open after the U.S. and China tariffs on one another's imports officially kicked in on Sept. 1.",Negative,Article,"Market Watch","Tue, 03 Sep 2019 09:38:08 -0400",
"Jeff Clark’s Market Minute: Here’s the Biggest Mistake New Traders Make",https://investorplace.com/2019/09/jeff-clarks-market-minute-heres-the-biggest-mistake-new-traders-make-jcmm/,https://cdn.snapi.dev/images/v1/a/s/asset-management12.jpg,"Limit your option exposure to control just the number of shares you would normally purchase. Leave the rest of the money in the bank.",Neutral,Article,InvestorPlace,"Tue, 03 Sep 2019 09:29:40 -0400",
"Oil drops more than 2% as trade war rumbles and output swells",https://www.reuters.com/article/us-global-oil/oil-drops-more-than-2-as-trade-war-rumbles-and-output-swells-idUSKCN1VO02P,https://cdn.snapi.dev/images/v1/t/u/m02d20190903t2i1425746259rlynxnpef82011w640.jpg,"Oil prices fell more than 2% on Tuesday, weighed down by rising OPEC and Russian oil output as well as the protracted U.S.-China trade dispute that has dragged on the global economy.",Negative,Article,Reuters,"Tue, 03 Sep 2019 09:21:52 -0400",oil
"The Stock Market Is Still in the Battle Zone",https://investorplace.com/2019/09/the-stock-market-is-still-in-the-battle-zone-jcmm/,https://cdn.snapi.dev/images/v1/e/t/etf48.jpg,"The stock market dodged a bullet in August, but it won’t take much of a decline in September to shift the longer-term trend to bearish.",Neutral,Article,InvestorPlace,"Tue, 03 Sep 2019 09:16:31 -0400",
"Huawei accuses the US government of using 'unscrupulous means' to disrupt its business",https://www.cnbc.com/2019/09/03/huawei-accuses-the-us-government-of-disrupting-its-business.html,https://cdn.snapi.dev/images/v1/1/0/105935788-1559046772328rtx6vva3.jpg,"Huawei disputed claims of technology theft that the Wall Street Journal reported are being probed by federal prosecutors.",Negative,Article,CNBC,"Tue, 03 Sep 2019 09:05:00 -0400",
"Wall Street set to open lower as trade tensions weigh",https://www.reuters.com/article/us-usa-stocks/wall-street-set-to-open-lower-as-trade-tensions-weigh-idUSKCN1VO1EC,https://cdn.snapi.dev/images/v1/1/j/m02d20190903t2i1425748464rlynxnpef8211bw640.jpg,"U.S. stocks were set to open lower on Tuesday, as Washington's new round of tariffs on some Chinese goods kicked in and after a report that officials from both sides were struggling to decide on the schedule for a meeting this month.",Negative,Article,Reuters,"Tue, 03 Sep 2019 09:02:51 -0400",
"Will a Sustained Flight to Safe Haven Assets Hurt Emerging Markets?",https://www.etftrends.com/relative-value-channel/will-a-sustained-flight-to-safe-haven-assets-hurt-emerging-markets/,https://cdn.snapi.dev/images/v1/p/n/will-a-sustained-flight-to-safe-haven-assets-hurt-emerging-markets-915x510.jpg,"Emerging markets, for the most part, have been viewed as a risk-on play for investors looking to these corners of the capital markets to find opportunities they would not normally find within the U.S. or other developed markets.",Neutral,Article,"ETF Trends","Tue, 03 Sep 2019 08:56:36 -0400",
"Bitcoin’s Decreased Volatility Could Spur More Crypto Funds",https://www.etftrends.com/smart-beta-channel/bitcoins-decreased-volatility-could-spur-more-crypto-funds/,https://cdn.snapi.dev/images/v1/f/w/bitcoins-decreased-volatility-could-spur-more-crypto-funds-915x510.jpg,"Bitcoin dropped below $10,000 on Wednesday, but overall, the leading cryptocurrency has been exhibiting signs of less volatility, which counters the market oscillations that investors have been experiencing in the equities markets.",Positive,Article,"ETF Trends","Tue, 03 Sep 2019 08:56:35 -0400",crypto
"Bonds Yields Continue To Track Lower Driving Investors To Safety",https://www.etftrends.com/fixed-income-channel/bonds-yields-continue-to-track-lower-driving-investors-to-safety/,https://cdn.snapi.dev/images/v1/o/f/bonds-yields-continue-to-track-lower-driving-investors-to-safety-915x510.jpg,"With the global economy stagnating, a variety of fresh warning signs that suggest that Europe could enter a recession, and an economic slowdown from China that has sent shivers throughout emerging market economies, which have seen a decline in exports, investors are buying up bonds in droves.",Neutral,Article,"ETF Trends","Tue, 03 Sep 2019 08:56:33 -0400",
"Trade Hopes Give U.S. Stock ETFs Momentum",https://www.etftrends.com/innovative-etfs-channel/trade-hopes-give-us-stock-etfs-momentum/,https://cdn.snapi.dev/images/v1/s/u/trade-hopes-give-us-stock-etfs-momentum.jpg,"U.S. markets and stock exchange traded funds rallied Thursday on renewed trade hopes as China sounded optimistic about talks with the United States.",Positive,Article,"ETF Trends","Tue, 03 Sep 2019 08:56:28 -0400",
"U.S. Markets Consolidating Trade War Ramifications",https://www.etftrends.com/equity-etf-channel/markets-consolidating-trade-war-ramifications/,https://cdn.snapi.dev/images/v1/8/m/markets-consolidating-trade-war-ramifications-915x510.jpg,"Is the worst over for market volatility from the U.S.-China trade war? The higher moves in the major indexes could mean that the capital markets are beginning to consolidate after weeks of heavy oscillations that sent the volatility index through the roof.",Neutral,Article,"ETF Trends","Tue, 03 Sep 2019 08:56:22 -0400",
"Analyst: “Consistent, and Persistent, Lack of Concern” for Yield Curve",https://www.etftrends.com/fixed-income-channel/analyst-consistent-and-persistent-lack-of-concern-for-yield-curve/,https://cdn.snapi.dev/images/v1/e/j/analyst-consistent-and-persistent-lack-of-concern-for-yield-curve-915x510.jpg,"The bond markets have been consistent in their message that the inverted yield curve is certainly something to take note of, but CNBC market analyst Ron Insana warns economists not to dismiss the recession signal.",Neutral,Article,"ETF Trends","Tue, 03 Sep 2019 08:56:21 -0400",
"U.S. Market ETFs Find Momentum from International Investors",https://www.etftrends.com/equity-etf-channel/us-market-etfs-find-momentum-from-international-investors/,https://cdn.snapi.dev/images/v1/d/t/us-market-etfs-find-momentum-from-international-investors.jpg,"U.S. stock and bond ETFs may continue to outperform in the global markets as foreign investors dive into U.S. assets at the fastest pace in a year, chasing after the more attractive returns.",Neutral,Article,"ETF Trends","Tue, 03 Sep 2019 08:56:12 -0400",
"Dollar gains, world stocks tumble as trade tensions swirl",https://www.reuters.com/article/us-global-markets/dollar-gains-world-stocks-tumble-as-trade-tensions-swirl-idUSKCN1VO01L,https://cdn.snapi.dev/images/v1/a/b/m02d20190903t2i1425754927rlynxnpef8212tw640.jpg,"World stocks slipped and the dollar strengthened to its highest levels in more than two years on Tuesday as U.S.-China trade tensions drove investors to the relative shelter of gold, the Japanese yen and government debt.",Neutral,Article,Reuters,"Tue, 03 Sep 2019 08:55:44 -0400",
"Morgan Stanley: Short growth stocks, get defensive as 'recession fears emerge'",https://www.cnbc.com/2019/09/03/morgan-stanley-get-defensive-as-recession-fears-emerge.html,https://cdn.snapi.dev/images/v1/c/1/106080676-1565867451468gettyimages-1168052560.jpeg,"Morgan Stanley's Mike Wilson is advising clients to dump growth stocks and buy defensive names as the ""demand destructive"" tariffs are fanning recession fears.",Negative,Article,CNBC,"Tue, 03 Sep 2019 08:48:00 -0400",
"With the tariffs in effect, here's what Invesco says investors should be watching",https://www.cnbc.com/2019/09/03/with-new-tariffs-in-effect-invesco-says-watch-the-fed-heres-why.html,https://cdn.snapi.dev/images/v1/k/t/103002760-rts1e7t.jpg,"Amid all the trade war chaos, it'll pay to watch the Fed, Invesco says.",Neutral,Article,CNBC,"Tue, 03 Sep 2019 08:43:00 -0400",
"The 5 Major Equity Averages Begin September In Trading Ranges",https://www.forbes.com/sites/investor/2019/09/03/the-5-major-equity-averages-begin-september-in-trading-ranges/,https://cdn.snapi.dev/images/v1/s/i/sij233-1.jpg,"September begins with the weekly charts for Dow Jones Industrial Average, S and 500 and Nasdaq Composite upgraded to neutral as they ended August above their five-week modified moving averages.",Neutral,Article,Forbes,"Tue, 03 Sep 2019 08:32:00 -0400",
"Stock Futures slip as trade tensions weigh",https://www.reuters.com/article/us-usa-stocks/stock-futures-slip-as-trade-tensions-weigh-idUSKCN1VO1EC,https://cdn.snapi.dev/images/v1/k/h/m02d20190903t2i1425748464rlynxnpef8211bw640.jpg,"U.S. stock index futures fell on Tuesday, as Washington's new round of tariffs on some Chinese goods kicked in and after a report that officials from both sides were struggling to decide on the schedule for a meeting this month.",Negative,Article,Reuters,"Tue, 03 Sep 2019 08:22:40 -0400",
"Welcome To September, The Real Beginning Of The China Trade War",https://www.forbes.com/sites/kenrapoza/2019/09/03/welcome-to-september-the-real-beginning-of-the-china-trade-war/,https://cdn.snapi.dev/images/v1/u/x/0x600.jpg,"So you thought the trade war was over? We are just gettting started.",Negative,Article,Forbes,"Tue, 03 Sep 2019 08:16:00 -0400",
"Oil drops 2% as trade war rumbles on and output swells",https://www.reuters.com/article/us-global-oil/oil-drops-2-as-trade-war-rumbles-on-and-output-swells-idUSKCN1VO02P,https://cdn.snapi.dev/images/v1/g/e/m02d20190903t2i1425746259rlynxnpef82011w640.jpg,"Oil prices fell by 2% on Tuesday, weighed down by rising OPEC and Russian oil output as well as the protracted U.S.-China trade dispute that has dragged on the global economy.",Negative,Article,Reuters,"Tue, 03 Sep 2019 08:13:16 -0400",oil
"The 5 things novice investors do that won't make them rich",https://www.cnbc.com/2019/09/03/these-five-investing-moves-wont-make-you-rich.html,https://cdn.snapi.dev/images/v1/f/5/106103084-1567090374370gettyimages-1057767656.jpeg,"How to lock in a loss, miss out on opportunities and other ideas new investors fall for.",Neutral,Article,CNBC,"Tue, 03 Sep 2019 08:00:00 -0400",
"JP Morgan: The stock market 'will advance into year-end'",https://www.cnbc.com/2019/09/03/jp-morgan-the-stock-market-will-advance-into-year-end.html,https://cdn.snapi.dev/images/v1/n/7/105910691-1557782499678gettyimages-1143581502.jpeg,"Markets will rally for the rest of the year, according to J.P. Morgan.",Neutral,Article,CNBC,"Tue, 03 Sep 2019 07:55:00 -0400",
"A Junk Bond ETF For Skittish Investors",https://www.benzinga.com/trading-ideas/long-ideas/19/09/14354006/a-junk-bond-etf-for-skittish-investors,https://cdn.snapi.dev/images/v1/1/6/16jsmy-1.jpg,"Novice investors can be put off by the credit risk associated with high-yield corporate debt, making the hunt for income that much for difficult in today's low-yield climate, but some exchange traded funds are designed to mitigate some of the volatility associated with junk debt.",Positive,Article,Benzinga,"Tue, 03 Sep 2019 07:39:40 -0400",
"5 things to know before the stock market opens Tuesday (Sep 3)",https://www.cnbc.com/2019/09/03/5-things-to-know-before-the-stock-market-opens-september-3-2019.html,https://cdn.snapi.dev/images/v1/c/5/106086204-1566231340188rtx71ykr.jpg,"The Dow is set to drop about 200 points at Tuesday's open on Wall Street, under pressure after the Trump administration imposed more China tariffs.",Neutral,Article,CNBC,"Tue, 03 Sep 2019 07:35:00 -0400",
"The Right REIT ETFs For An Inverted Yield Curve World",https://www.benzinga.com/trading-ideas/long-ideas/19/09/14362766/the-right-reit-etfs-for-an-inverted-yield-curve-world,https://cdn.snapi.dev/images/v1/x/n/stock-exchange-1426330-1920-1.jpg,"There was plenty of talk about the inverted yield curve last month, the scenario where 10-year Treasury yields creep above the yields on two-year notes, and that chatter is usually ominous in nature because the inverted yield curve has often been a reliable recession indicator.",Neutral,Article,Benzinga,"Tue, 03 Sep 2019 07:31:36 -0400",
