title,news_url,image_url,text,sentiment,type,source_name,date,topics
"U.S. futures recover after Trump eases stance on China trade",https://www.reuters.com/article/us-usa-stocks/u-s-futures-recover-after-trump-eases-stance-on-china-trade-idUSKCN1VG18K,https://cdn.snapi.dev/images/v1/m/0/m02d20190826t2i1422944926rlynxnpef7p0s5w640.jpg,"U.S. stock index futures edged higher on Monday as U.S. President Donald Trump moved to ease trade tensions with China, soothing investor nerves after intense feuding between the world's top two economies last week sent stocks into a tailspin.",Positive,Article,Reuters,"Mon, 26 Aug 2019 08:00:22 -0400",
"Factbox: China's tariffs on U.S. commodities and energy",https://www.reuters.com/article/us-usa-trade-china-commoditiestariffs-fa/factbox-chinas-tariffs-on-u-s-commodities-and-energy-idUSKCN1VG158,https://cdn.snapi.dev/images/v1/g/k/m02d20190826t2i1422938157rlynxnpef7p0qaw640.jpg,"In the escalating China-U.S. trade war Beijing on Aug.",Negative,Article,Reuters,"Mon, 26 Aug 2019 07:31:21 -0400",
"5 things to know before the stock market opens Monday (Aug 26)",https://www.cnbc.com/2019/08/26/5-things-to-know-before-the-stock-market-opens-august-26-2019.html,https://cdn.snapi.dev/images/v1/f/b/106094696-1566594973491gettyimages-1162665917.jpeg,"Dow is set to bounce; Trump says China called to talk trade; China officials deny such a call; Tesla plans to hike China prices; and Disney will open stories in Target",Neutral,Article,CNBC,"Mon, 26 Aug 2019 07:27:00 -0400",
"Global stocks edge higher as Trump acts to ease China trade tensions",https://www.reuters.com/article/us-global-markets/global-stocks-edge-higher-as-trump-acts-to-ease-china-trade-tensions-idUSKCN1VF105,https://cdn.snapi.dev/images/v1/r/b/m02d20190826t2i1422935493rlynxnpef7p0plw640.jpg,"Stock markets clawed themselves off their lows on Monday but sentiment remained fragile after the latest flare-up in the U.S.-China trade war sent investors scrambling into government bonds and battered emerging market currencies.",Positive,Article,Reuters,"Mon, 26 Aug 2019 07:20:54 -0400",
"Trump says hopes doesn't have to consider tariffs on German cars",https://www.reuters.com/article/us-g7-summit-trump-merkel/trump-says-hopes-doesnt-have-to-consider-tariffs-on-german-cars-idUSKCN1VG0TA,https://cdn.snapi.dev/images/v1/p/a/m02d20190826t2i1422912267rlynxnpef7p0j4w640.jpg,"U.S. President Donald Trump said on Monday that he and German Chancellor Angela Merkel discussed a trade deal with the European Union and said he hoped Washington would not have to consider imposing tariffs on German cars.",Negative,Article,Reuters,"Mon, 26 Aug 2019 05:44:43 -0400",
"Stocks Swing, Bonds Climb Amid China Trade Salvos: Markets Wrap",https://www.investors.com/news/trade-stock-bonds-futures-trump/,https://cdn.snapi.dev/images/v1/1/0/106088814-1566346030466gettyimages-1169208001.jpeg,"Shares in Europe pared a decline while U.S. equity-index futures swung higher after President Donald Trump said China was willing to resume trade talks.",Neutral,Article,"Investors Business Daily","Mon, 26 Aug 2019 05:23:51 -0400",
"Asian shares skid as trade war deepens, fuels bond rush",https://www.reuters.com/article/us-global-markets/asian-shares-skid-as-trade-war-deepens-fuels-bond-rush-idUSKCN1VF105,https://cdn.snapi.dev/images/v1/x/a/m02d20190825t2i1422764447rlynxnpef7o0y8w640.jpg,"Asian shares sank on Monday as the latest salvos in the Sino-U.S. trade war shook confidence in the world economy and sent investors steaming to the safe harbor of sovereign bonds and gold, while slugging emerging market currencies.",Negative,Article,Reuters,"Mon, 26 Aug 2019 03:52:27 -0400",
"China says it will take 'more steps' to protect interests if U.S. enacts tariffs",https://www.reuters.com/article/us-usa-trade-china-ministry/china-says-it-will-take-more-steps-to-protect-interests-if-u-s-enacts-tariffs-idUSKCN1VG0JV,https://cdn.snapi.dev/images/v1/i/n/m02d20190826t2i1422886232rlynxnpef7p0e6w640.jpg,"China's said it is ready to take more steps to protect its interests if the United States moves ahead in enacting new tariffs.",Neutral,Article,Reuters,"Mon, 26 Aug 2019 03:46:27 -0400",
"Oil drops as recession risks mount with trade war tariffs",https://www.reuters.com/article/us-global-oil/oil-drops-as-recession-risks-mount-with-trade-war-tariffs-idUSKCN1VG01W,https://cdn.snapi.dev/images/v1/d/g/m02d20190826t2i1422798354rlynxnpef7p015w640.jpg,"Oil prices fell on Monday, pushing U.S. crude to the lowest in more than two weeks, as an intensifying trade war between the U.S.",Negative,Article,Reuters,"Mon, 26 Aug 2019 01:49:01 -0400",oil
"Shares skid as trade war deepens, fuels bond rush",https://www.reuters.com/article/us-global-markets/shares-skid-as-trade-war-deepens-fuels-bond-rush-idUSKCN1VF105,https://cdn.snapi.dev/images/v1/m/0/m02d20190826t2i1422935493rlynxnpef7p0plw640.jpg,"Asian shares sank on Monday as the latest salvos in the Sino-U.S. trade war shook confidence in the world economy and sent investors steaming to the safe harbor of sovereign bonds and gold, while slugging emerging market currencies.",Negative,Article,Reuters,"Mon, 26 Aug 2019 01:17:34 -0400",
