title,news_url,image_url,text,sentiment,type,source_name,date,topics
"A trading issue impacted US stock quotes late in the day as Dow flatlined into the close",https://www.cnbc.com/2019/08/12/a-trading-issue-impacted-us-stock-quotes-late-in-the-day-as-dow-flatlined-into-the-close.html,https://cdn.snapi.dev/images/v1/q/k/106074474-1565625765193rts2mast.jpg,"Index values may have been impacted by the processing delay, but all trades were completed appropriately, the sources said.",Neutral,Article,CNBC,"Mon, 12 Aug 2019 16:32:00 -0400",
"Wall St sells off amid geopolitical worries",https://www.reuters.com/article/us-usa-stocks/wall-st-sells-off-amid-geopolitical-worries-idUSKCN1V2137,https://cdn.snapi.dev/images/v1/c/t/m02d20190812t2i1418187051rlynxnpef7b12dw640.jpg,"U.S. stocks dropped more than 1% on Monday in a broad sell-off as simmering geopolitical tensions spooked equity investors and drove a bond market rally while the protracted U.S.-China trade war stoked fears of an impending recession.",Negative,Article,Reuters,"Mon, 12 Aug 2019 16:04:58 -0400",
"Bond market close to sending biggest recession signal yet",https://www.cnbc.com/2019/08/12/bond-market-close-to-sending-biggest-recession-signal-yet.html,https://cdn.snapi.dev/images/v1/k/8/104272117-1532461818444bond.jpg,"The bond market could soon send its loudest recession warning yet, if the closely watched 10-year yield falls below the 2-year note yield.",Negative,Article,CNBC,"Mon, 12 Aug 2019 15:21:00 -0400",
"Cramer: Hong Kong protests 'more serious' than US-China trade war for global markets",https://www.cnbc.com/2019/08/12/cramer-hong-kong-protests-more-serious-than-us-china-trade-war.html,https://cdn.snapi.dev/images/v1/1/l/106073312-1565555523829rts2m79k.jpg,"CNBC's Jim Cramer says his biggest concern is how China might respond to the escalating protests in Hong Kong.",Negative,Article,CNBC,"Mon, 12 Aug 2019 10:35:00 -0400",cramer
"Bank of America raises chance of a recession to 1-in-3 in the next 12 months",https://www.cnbc.com/2019/08/12/bank-of-america-raises-chance-of-a-recession-to-1-in-3-in-the-next-12-months.html,https://cdn.snapi.dev/images/v1/1/0/106060663-1565033685560concerned.jpg,"Bank of America said recent data leads it to believe there is a 1-in-3 chance of a recession in the next year.",Negative,Article,CNBC,"Mon, 12 Aug 2019 09:14:00 -0400",
"5 things to know before the stock market opens Monday (Aug 12)",https://www.cnbc.com/2019/08/12/5-things-to-know-before-the-stock-market-opens-august-12-2019.html,https://cdn.snapi.dev/images/v1/0/5/106060670-1565034121057ap-19217550121008.jpg,"Dow set to drop, 10-year yield back under 1.7%, Goldman lowers growth forecast, Hong Kong protests escalate, BlackRock buys major stake in Sports Illustrated's owner.",Neutral,Article,CNBC,"Mon, 12 Aug 2019 07:43:00 -0400",
"S&P 500 earnings could turn negative for 2019 amid the trade war",https://www.cnbc.com/2019/08/12/sp-500-earnings-could-turn-negative-for-2019-amid-the-trade-war.html,https://cdn.snapi.dev/images/v1/5/t/5trws-1.jpg,"Analysts are lowering their earnings estimates for the quarters ahead amid a trade war.",Negative,Article,CNBC,"Mon, 12 Aug 2019 06:59:00 -0400",earnings
"Trump should calm things down with the Fed, and seek stronger exports to EU, China and Japan",https://www.cnbc.com/2019/08/12/us-should-seek-stronger-exports-to-eu-china-and-japan-commentary.html,https://cdn.snapi.dev/images/v1/g/y/106071536-15653628636612019-08-09t142731z-1428217482-rc18448b4230-rtrmadp-3-usa-trump-1.jpg,"The German trade surplus is stifling the economic growth in the rest of Europe, Michael Ivanovitch writes.",Neutral,Article,CNBC,"Mon, 12 Aug 2019 02:36:00 -0400",
"Asia shares tumble as Hong Kong unrest, Argentine peso crash unnerve investors",https://www.reuters.com/article/us-global-markets/asia-shares-tumble-as-hong-kong-unrest-argentine-peso-crash-unnerve-investors-idUSKCN1V3024,https://cdn.snapi.dev/images/v1/q/l/m02d20190813t2i1418333170rlynxnpef7c022w640.jpg,"Asian shares slumped on Tuesday as fears about a drawn out Sino-U.S. trade war, protests in Hong Kong and a crash in Argentina's peso currency drove investors to safe harbors like bonds, gold, and the Japanese yen.",Negative,Article,Reuters,"Mon, 12 Aug 2019 22:39:32 -0400",
"Asia shares slip as Hong Kong unrest, Argentine peso crash rattle investors",https://www.reuters.com/article/us-global-markets/asia-shares-slip-as-hong-kong-unrest-argentine-peso-crash-rattle-investors-idUSKCN1V3024,https://cdn.snapi.dev/images/v1/v/d/m02d20190813t2i1418333170rlynxnpef7c022w640.jpg,"Asian shares fell on Tuesday as fears about a drawn out Sino-U.S. trade war, protests in Hong Kong and a crash in Argentina's peso currency drove investors to safe harbors like bonds, gold, and the yen.",Negative,Article,Reuters,"Mon, 12 Aug 2019 21:00:28 -0400",
"Yields and Stocks Resume Slide",https://www.investopedia.com/yields-and-stocks-resume-slide-4767435,https://cdn.snapi.dev/images/v1/e/t/etf35.jpg,"Stocks tumbled (again) on rising economic concerns, bond yields approached new lows, and the China large-cap ETF fell to key support.",Negative,Article,Investopedia,"Mon, 12 Aug 2019 19:11:04 -0400",
"Wall Street Indexes Fall More than 1%",http://www.gurufocus.com/news/926813/wall-street-indexes-fall-more-than-1,https://cdn.snapi.dev/images/v1/s/t/stocks-worstofjpgquality90stripall.jpg,"U.S. stocks were in the red on Monday as protests in Hong Kong and Macri's adverse voting in Argentina's PASO made for a weak session.",Negative,Article,GuruFocus,"Mon, 12 Aug 2019 17:29:21 -0400",
"IPO Outlook For The Week: Biotech, Banking and Chinese Fintech",https://www.benzinga.com/news/19/08/14250806/ipo-outlook-for-the-week-biotech-banking-and-chinese-fintech,https://cdn.snapi.dev/images/v1/s/t/stock-exchange-738671-1280-22.jpg,"For a more comprehensive IPO calendar, check out the offering in Benzinga Cloud. The IPO dates below are expected but not confirmed.",Neutral,Article,Benzinga,"Mon, 12 Aug 2019 17:13:59 -0400",
"Strategic Value Investing: Company Analysis, Part 1",http://www.gurufocus.com/news/926793/strategic-value-investing-company-analysis-part-1,https://cdn.snapi.dev/images/v1/a/s/asset-management13.jpg,"Want to analyze a company, to get a better understanding of it before you invest?",Neutral,Article,GuruFocus,"Mon, 12 Aug 2019 16:57:51 -0400",
"Stock Market Today: The Merger That Cried Wolf",https://investorplace.com/2019/08/stock-market-today-the-merger-that-cried-wolf/,https://cdn.snapi.dev/images/v1/m/0/m02d20190806t2i1415898540rlynxnpef7508vw640.jpg,"There was so much drama in the headlines on Monday it was hard to keep track. Here's what happened in the stock market today.",Neutral,Article,InvestorPlace,"Mon, 12 Aug 2019 16:34:58 -0400",
"Dow Jones Today: Doth Thou Protest",https://investorplace.com/2019/08/dow-jones-today-doth-thou-protest/,https://cdn.snapi.dev/images/v1/d/o/dowjones1600d-300x169.jpg,"Protests in Hong Kong impacted the stock market today.",Negative,Article,InvestorPlace,"Mon, 12 Aug 2019 16:21:21 -0400",
