title,news_url,image_url,text,sentiment,type,source_name,date,topics
"Tempered expectations of Fed rate cut sink stocks globally",https://www.reuters.com/article/us-global-markets/tempered-expectations-of-fed-rate-cut-sink-stocks-globally-idUSKCN1U001N,https://cdn.snapi.dev/images/v1/m/0/m02d20190705t2i1404823055rlynxnpef64154w640.jpg,"A strong U.S. jobs report that tempered expectations of an aggressive interest rate cut by the Federal Reserve later this month and weak economic data in Germany helped push global stock indices lower Friday after hitting record highs earlier this week.",Negative,Article,Reuters,"Fri, 05 Jul 2019 10:21:48 -0400",
"Gold Futures Under Pressure After Stronger-Than-Forecast Jobs Number",https://www.forbes.com/sites/jjkinahan/2019/07/05/gold-futures-under-pressure-after-stronger-than-forecast-jobs-number/,https://cdn.snapi.dev/images/v1/m/u/mu-pattern1-1200x497-2.jpg,"This morning, we’re seeing a case of strong economic data actually weighing on market sentiment as a bumper jobs report dampens rate-cut expectations",Negative,Article,Forbes,"Fri, 05 Jul 2019 10:15:00 -0400",gold
"Dow Jones Falls On Strong Job Growth In June, Samsung Profit Warning",https://www.investors.com/market-trend/stock-market-today/dow-jones-stock-market-stumble-jobs-report-chip-stocks-intel-weak/,https://cdn.snapi.dev/images/v1/1/p/nye2-5.jpg,"The major stock indexes were broadly lower early Friday after a strong jobs report. Chip stocks weakened after Samsung's profit warning.",Negative,Article,"Investors Business Daily","Fri, 05 Jul 2019 10:14:40 -0400",
"Kudlow: Jobs report shows country is in a 'very strong prosperity cycle,' but Fed should still cut",https://www.cnbc.com/2019/07/05/kudlow-jobs-report-shows-country-is-in-a-very-strong-prosperity-cycle-but-fed-should-still-cut.html,https://cdn.snapi.dev/images/v1/1/0-3/105822905-1553886181686img-9373.jpg,"Larry Kudlow, director of the National Economic Council, is ""very optimistic"" about the health of the U.S. economy but believes the Fed should ""take back the interest rate hike.",Neutral,Article,CNBC,"Fri, 05 Jul 2019 10:09:00 -0400",
"Wall St. slips as strong jobs data tempers bets of aggressive rate cut",https://www.reuters.com/article/us-usa-stocks/wall-st-slips-as-strong-jobs-data-tempers-bets-of-aggressive-rate-cut-idUSKCN1U0194,https://cdn.snapi.dev/images/v1/m/0/m02d20190705t2i1404808593rlynxnpef640vlw640-2.jpg,"U.S. stocks fell on Friday, retreating from record closing highs, after a strong rebound in U.S. job growth in June dashed hopes of an aggressive interest rate cut by the Federal Reserve this month.",Negative,Article,Reuters,"Fri, 05 Jul 2019 10:08:00 -0400",
"Brent oil inches up on Iran tensions and OPEC, while U.S. crude falls",https://www.reuters.com/article/us-global-oil/brent-oil-inches-up-on-iran-tensions-and-opec-while-u-s-crude-falls-idUSKCN1U0033,https://cdn.snapi.dev/images/v1/0/x/0x600-369.jpg,"Brent oil ticked higher on Friday, supported by tensions over Iran and the decision by OPEC and its allies to extend a supply cut deal until next year, while U.S. benchmark crude prices fell on weak economic indicators.",Neutral,Article,Reuters,"Fri, 05 Jul 2019 10:01:17 -0400",oil
"Here's where the jobs are — in one chart",https://www.cnbc.com/2019/07/05/heres-where-the-jobs-are-for-june-2019-in-one-chart.html,https://cdn.snapi.dev/images/v1/1/0-3/105869174-1556115820962rtx6swas.jpg,"CNBC studied the net changes by industry for June jobs based on the data from the Labor Department.",Neutral,Article,CNBC,"Fri, 05 Jul 2019 09:58:00 -0400",
"Crypto Analysis Of The Best-Performing IEOs Out Of Binance Launchpad",https://www.benzinga.com/markets/cryptocurrency/19/07/14034300/crypto-analysis-of-the-best-performing-ieos-out-of-binance-launchpad,https://cdn.snapi.dev/images/v1/a/r/architecture-768432-1920-4.jpg,"Binance is actively leading the charge to facilitate the mass-market adoption of cryptocurrencies around the world and one of the ways it is achieving this goal is through its Binance Launchpad platform.",Positive,Article,Benzinga,"Fri, 05 Jul 2019 09:56:12 -0400",crypto
"The Good News: The Job Market Is Solid. The Bad News: The Job Market Is Solid.",https://www.nytimes.com/2019/07/05/upshot/jobs-report-analysis.html,https://cdn.snapi.dev/images/v1/m/e/merlin-156238632-3a763b02-8bf4-4b22-9e72-63eb0658d8bd-articlelargejpgquality75autowebpdisableupscale.jpg,"Friday’s numbers take some of the immediate worries off the table, but they don’t mean that all is well in the U.S. economy.",Neutral,Article,NYTimes,"Fri, 05 Jul 2019 09:55:39 -0400",paywall
"Kudlow says Fed should 'take back' interest-rate hike",https://www.marketwatch.com/story/kudlow-says-fed-should-take-back-interest-rate-hike-2019-07-05,https://cdn.snapi.dev/images/v1/b/o/bod23-3.jpg,"White House economist Larry Kudlow told Bloomberg TV on Friday the Federal Reserve should ""take back"" its December interest rate hike. Commenting after the stronger-than-expected June jobs report, National Economic Council Director Kudlow said ""we are still in a very strong prosperity cycle.",Neutral,Article,"Market Watch","Fri, 05 Jul 2019 09:55:14 -0400",
"Is Trading Futures a Good Idea for a Value Investor?",http://www.gurufocus.com/news/903931/is-trading-futures-a-good-idea-for-a-value-investor,https://cdn.snapi.dev/images/v1/d/e/default36-3.jpg,"Experienced investors are usually on an ongoing mission to find new ways to expand their portfolios, either by learning new skills that can help them trade more effectively or by investing in new assets to diversify their holdings.",Neutral,Article,GuruFocus,"Fri, 05 Jul 2019 09:51:43 -0400",
"As Summer Heats Up, So Too Does Market Buzz About Hemp And CBD Products",https://www.benzinga.com/markets/cannabis/19/07/14029800/as-summer-heats-up-so-too-does-market-buzz-about-hemp-and-cbd-products,https://cdn.snapi.dev/images/v1/g/r/green-1648353-1920-20.jpg,"By William Sumner, Hemp Business Journal Contributor, and J.J. McCoy, Senior Managing Editor, New Frontier Data The Fourth of July is traditionally a time of celebration without partisanship, a national holiday marked by firing up the grill, watching fireworks, and commemorating the founding of the United States.",Positive,Article,Benzinga,"Fri, 05 Jul 2019 09:44:28 -0400",cannabis
"5 Biggest Price Target Changes For Friday",https://www.benzinga.com/analyst-ratings/price-target/19/07/14034222/5-biggest-price-target-changes-for-friday,https://cdn.snapi.dev/images/v1/a/s/asset-management19-18.jpg,"5 Biggest Price Target Changes For Friday",Neutral,Article,Benzinga,"Fri, 05 Jul 2019 09:44:20 -0400",
"Stocks open lower after strong jobs report saps rate-cut expectations",https://www.marketwatch.com/story/stocks-open-lower-after-strong-jobs-report-saps-rate-cut-expectations-2019-07-05,https://cdn.snapi.dev/images/v1/e/t-2/etf38-40.jpg,"Stocks opened moderately lower Friday after a stronger-than-expected June jobs report dampened somewhat expectations for a rate cut by the Federal Reserve. The Dow Jones Industrial Average  fell 100.52 points, or 0.4%, to 26,865.48, while the S&P 500  was off 12.98 points, or 0.4%, to 2,982.84.",Negative,Article,"Market Watch","Fri, 05 Jul 2019 09:34:30 -0400",
"June Employment Numbers Outpace Expectations",https://www.benzinga.com/news/19/07/14033952/june-employment-numbers-outpace-expectations,https://cdn.snapi.dev/images/v1/b/u/business-3167295-1920-7.jpg,"Economists were expecting June nonfarm payroll data to show an increase of 165,000, jobs but the final numbers came in much better than expected.",Positive,Article,Benzinga,"Fri, 05 Jul 2019 09:17:13 -0400",
"Bitcoin: Is Consolidation Of Price A Good Sign?",https://www.forbes.com/sites/naeemaslam/2019/07/05/bitcoin-is-consolidation-of-price-a-good-sign/,https://cdn.snapi.dev/images/v1/0/x/0x600-368.jpg,"The current consolidation of the Bitcoin price may last for a few weeks. I believe if one particular scenario plays out, we are likely to see an all-time high as early as the end of Q3.",Positive,Article,Forbes,"Fri, 05 Jul 2019 09:15:00 -0400",crypto
"U.S. Payrolls Rise More Than Expected in June, and the Market Is Disappointed",https://247wallst.com/economy/2019/07/05/u-s-payrolls-rise-more-than-expected-in-june-and-the-market-is-disappointed/,https://cdn.snapi.dev/images/v1/e/t-2/etf48-40.jpg,"This week may have been broken up by the 4th of July holiday, but the global financial markets were open even as U.S. markets were being run by skeleton crews.",Positive,Article,"24/7 Wall Street","Fri, 05 Jul 2019 08:56:41 -0400",
"US job growth rebounds as economy adds 224,000 jobs in June",https://www.theguardian.com/business/2019/jul/05/jobs-report-economy-us-unemployment-growth,https://cdn.snapi.dev/images/v1/3/7/3771jpgwidth460quality85autoformatfitmaxsa751e2977be2a762b26dbcdb9701a17b.jpg,"US job growth rebounded strongly in June, but moderate wage gains and mounting evidence that the economy was slowing sharply could still encourage the Federal Reserve to cut interest rates this month.",Positive,Article,"The Guardian","Fri, 05 Jul 2019 08:51:20 -0400",
"Gold prices plunge after jobs report produces a better-than-expected 214,000 gain in June",https://www.marketwatch.com/story/gold-prices-plunge-after-jobs-report-produces-a-better-than-expected-214000-gain-in-june-2019-07-05,https://cdn.snapi.dev/images/v1/g/o/gold24-5.jpg,"Gold futures Friday morning tumbled after a key reading of U.S. jobs came in far better than expected, sparking doubt about a price-supportive rate cut by the Federal Reserve for bullion.",Negative,Article,"Market Watch","Fri, 05 Jul 2019 08:47:04 -0400",gold
"224,000 Jobs Added In June, But Fed Rate Cut Still Likely; Dow Jones Slips",https://www.investors.com/news/economy/224000-jobs-added-in-june-fed-rate-cut-likely-dow-jones-slips/,https://cdn.snapi.dev/images/v1/s/t/st82-5.jpg,"A strong 224,000 job gain in June probably won't derail expectations for a Fed rate cut. Dow Jones and broader stock market futures slipped.",Neutral,Article,"Investors Business Daily","Fri, 05 Jul 2019 08:42:45 -0400",
"Brent inches up on Iran tensions, OPEC; U.S. oil falls on weak data",https://www.reuters.com/article/us-global-oil/brent-inches-up-on-iran-tensions-opec-u-s-oil-falls-on-weak-data-idUSKCN1U0033,https://cdn.snapi.dev/images/v1/n/u/oil19.jpg,"Brent oil ticked higher on Friday, supported by tensions over Iran and this week's decision by OPEC and its allies to extend a supply cut deal until next year, while U.S. benchmark crude prices fell on weak economic indicators.",Negative,Article,Reuters,"Fri, 05 Jul 2019 08:39:48 -0400",oil
"Fed-sensitive 2-year Treasury yield surges after solid jobs report",https://www.marketwatch.com/story/fed-sensitive-2-year-treasury-yield-surges-after-solid-jobs-report-2019-07-05,https://cdn.snapi.dev/images/v1/2/w/2ws-6.jpg,"Short-term Treasury yields rose sharply on Friday following a better-than-expected number in the nonfarm payrolls report, suggesting investors' expectations for a rate-cut as soon as July had been dealt a blow.",Positive,Article,"Market Watch","Fri, 05 Jul 2019 08:38:18 -0400",
"U.S. stock-index futures slip after jobs reports shows a better-than-expected 214,000 created in June",https://www.marketwatch.com/story/us-stock-index-futures-slip-after-jobs-reports-shows-a-better-than-expected-214000-created-in-june-2019-07-05,https://cdn.snapi.dev/images/v1/4/f/4fec-2.jpg,"U.S. stock index added to modest losses Friday morning after a report on the domestic jobs market came in better than expected.",Neutral,Article,"Market Watch","Fri, 05 Jul 2019 08:36:14 -0400",
"Stashing cash still pays, but maybe not for long",https://www.cnbc.com/2019/07/05/stashing-cash-still-pays-but-maybe-not-for-long.html,https://cdn.snapi.dev/images/v1/1/e/105977864-1560979300588gettyimages-1150825123r.jpg,"As the probability of a rate cut increases, banks will start to lower deposit rates offered to consumers. Goldman Sachs and Ally Financial have already done so.",Neutral,Article,CNBC,"Fri, 05 Jul 2019 08:36:00 -0400",
