sample_id	val_mse	val_acc	val_mape	test_mse	test_acc	test_mape	config
1	5.814015865325928	0.4915819104279763	253.85031700134277	5.567230701446533	0.5133689839572193	306.23860359191895	{'nn.hidden_size': 1024, 'nn.output_size': 1, 'nn.num_layer': 1, 'nn.lstm_drop_prob': 0.0, 'nn.fc_drop_prob': 0.5, 'train.epoch': 8, 'train.batch_size': 32, 'train.lr': 0.01}
2	8.458216667175293	0.4956178591718217	487.16869354248047	7.334034442901611	0.5347593582887701	538.1063461303711	{'nn.hidden_size': 256, 'nn.output_size': 1, 'nn.num_layer': 3, 'nn.lstm_drop_prob': 0.5, 'nn.fc_drop_prob': 0.5, 'train.epoch': 20, 'train.batch_size': 32, 'train.lr': 0.1}
3	4.388180732727051	0.4796323657050877	167.79334545135498	3.99668025970459	0.46524064171123	128.1154751777649	{'nn.hidden_size': 64, 'nn.output_size': 1, 'nn.num_layer': 1, 'nn.lstm_drop_prob': 0.0, 'nn.fc_drop_prob': 0.25, 'train.epoch': 11, 'train.batch_size': 512, 'train.lr': 0.30000000000000004}
4	4.520590782165527	0.5022255909922989	105.85229396820068	4.051793098449707	0.48128342245989303	101.98239088058472	{'nn.hidden_size': 512, 'nn.output_size': 1, 'nn.num_layer': 1, 'nn.lstm_drop_prob': 0.5, 'nn.fc_drop_prob': 0.0, 'train.epoch': 25, 'train.batch_size': 128, 'train.lr': 1e-05}
5	5.216807842254639	0.48298431384926144	299.759840965271	4.55038595199585	0.44919786096256686	228.56082916259766	{'nn.hidden_size': 1024, 'nn.output_size': 1, 'nn.num_layer': 2, 'nn.lstm_drop_prob': 0.25, 'nn.fc_drop_prob': 0.5, 'train.epoch': 17, 'train.batch_size': 128, 'train.lr': 0.01}
6	5.805129051208496	0.501562302739553	316.7109966278076	4.885399341583252	0.5187165775401069	198.0604887008667	{'nn.hidden_size': 256, 'nn.output_size': 1, 'nn.num_layer': 2, 'nn.lstm_drop_prob': 0.0, 'nn.fc_drop_prob': 0.5, 'train.epoch': 15, 'train.batch_size': 32, 'train.lr': 0.03}
7	5.7751383781433105	0.49763090203257165	292.7623987197876	4.920310974121094	0.42780748663101603	195.835280418396	{'nn.hidden_size': 512, 'nn.output_size': 1, 'nn.num_layer': 2, 'nn.lstm_drop_prob': 0.0, 'nn.fc_drop_prob': 0.5, 'train.epoch': 20, 'train.batch_size': 32, 'train.lr': 0.001}
8	5.640662670135498	0.49634772282540085	395.6883192062378	5.093188762664795	0.45454545454545453	270.84524631500244	{'nn.hidden_size': 128, 'nn.output_size': 1, 'nn.num_layer': 2, 'nn.lstm_drop_prob': 0.25, 'nn.fc_drop_prob': 0.0, 'train.epoch': 110, 'train.batch_size': 32, 'train.lr': 0.001}
9	6.3992085456848145	0.49612679112485797	356.1269521713257	4.591420650482178	0.4919786096256685	184.44422483444214	{'nn.hidden_size': 32, 'nn.output_size': 1, 'nn.num_layer': 3, 'nn.lstm_drop_prob': 0.5, 'nn.fc_drop_prob': 0.25, 'train.epoch': 175, 'train.batch_size': 128, 'train.lr': 0.003}
10	5.085207462310791	0.48274710816184824	99.67495799064636	4.042848110198975	0.45454545454545453	99.92093443870544	{'nn.hidden_size': 32, 'nn.output_size': 1, 'nn.num_layer': 3, 'nn.lstm_drop_prob': 0.25, 'nn.fc_drop_prob': 0.5, 'train.epoch': 19, 'train.batch_size': 128, 'train.lr': 0.1}
