sample_id	val_mse	val_acc	val_mape	test_mse	test_acc	test_mape	config
1	4.725764274597168	0.49606317463072847	134.6173882484436	4.1437225341796875	0.5240641711229946	116.8106198310852	{'nn.hidden_size': 128, 'nn.output_size': 1, 'nn.num_layer': 3, 'nn.drop_prob': 0.5, 'train.epoch': 60, 'train.batch_size': 512, 'train.lr': 0.1}
2	4.843786239624023	0.5011914530993561	106.90978765487671	4.030872821807861	0.5240641711229946	104.69851493835449	{'nn.hidden_size': 128, 'nn.output_size': 1, 'nn.num_layer': 1, 'nn.drop_prob': 0.0, 'train.epoch': 30, 'train.batch_size': 512, 'train.lr': 0.0001}
3	12.094740867614746	0.4943741320540336	748.8321781158447	10.725708961486816	0.5294117647058824	650.2519130706787	{'nn.hidden_size': 1024, 'nn.output_size': 1, 'nn.num_layer': 1, 'nn.drop_prob': 0.0, 'train.epoch': 70, 'train.batch_size': 128, 'train.lr': 0.30000000000000004}
4	5.053406715393066	0.4941186797752809	140.26044607162476	4.142604351043701	0.48663101604278075	113.16460371017456	{'nn.hidden_size': 128, 'nn.output_size': 1, 'nn.num_layer': 2, 'nn.drop_prob': 0.5, 'train.epoch': 30, 'train.batch_size': 128, 'train.lr': 0.00030000000000000003}
5	6.3443603515625	0.49264021272566594	368.0880069732666	4.993022918701172	0.49732620320855614	301.35459899902344	{'nn.hidden_size': 128, 'nn.output_size': 1, 'nn.num_layer': 2, 'nn.drop_prob': 0.25, 'train.epoch': 50, 'train.batch_size': 32, 'train.lr': 0.003}
6	4.6593098640441895	0.4952026259310693	179.5823097229004	4.373380661010742	0.48663101604278075	130.5270552635193	{'nn.hidden_size': 64, 'nn.output_size': 1, 'nn.num_layer': 1, 'nn.drop_prob': 0.0, 'train.epoch': 200, 'train.batch_size': 128, 'train.lr': 0.01}
7	7.914029598236084	0.4967787369019063	425.39777755737305	6.003628253936768	0.5080213903743316	302.5675296783447	{'nn.hidden_size': 256, 'nn.output_size': 1, 'nn.num_layer': 3, 'nn.drop_prob': 0.0, 'train.epoch': 90, 'train.batch_size': 32, 'train.lr': 0.00030000000000000003}
8	4.553650856018066	0.49940427345032196	172.0158338546753	4.181478500366211	0.45989304812834225	136.90686225891113	{'nn.hidden_size': 64, 'nn.output_size': 1, 'nn.num_layer': 1, 'nn.drop_prob': 0.25, 'train.epoch': 20, 'train.batch_size': 128, 'train.lr': 0.001}
9	5.374944686889648	0.49759342254765815	264.3181324005127	4.567550182342529	0.5294117647058824	211.70382499694824	{'nn.hidden_size': 512, 'nn.output_size': 1, 'nn.num_layer': 1, 'nn.drop_prob': 0.25, 'train.epoch': 200, 'train.batch_size': 512, 'train.lr': 0.1}
10	4.55824613571167	0.526685393258427	101.70550346374512	4.040842533111572	0.5401069518716578	99.03029799461365	{'nn.hidden_size': 128, 'nn.output_size': 1, 'nn.num_layer': 3, 'nn.drop_prob': 0.0, 'train.epoch': 150, 'train.batch_size': 32, 'train.lr': 0.01}
