sample_id	val_mse	val_acc	val_mape	test_mse	test_acc	test_mape	config
1	6.859811305999756	0.4985787384799899	249.21376705169678	4.2914910316467285	0.48128342245989303	131.7138910293579	{'nn.hidden_size': 256, 'nn.output_size': 1, 'nn.num_layer': 3, 'nn.lstm_drop_prob': 0.5, 'nn.fc_drop_prob': 0.0, 'train.epoch': 85, 'train.batch_size': 32, 'train.lr': 0.00030000000000000003}
2	4.523340702056885	0.5066506359676809	107.00234174728394	4.044831275939941	0.5401069518716578	99.5396077632904	{'nn.hidden_size': 1024, 'nn.output_size': 1, 'nn.num_layer': 3, 'nn.lstm_drop_prob': 0.5, 'nn.fc_drop_prob': 0.25, 'train.epoch': 135, 'train.batch_size': 32, 'train.lr': 1e-05}
3	4.695418357849121	0.47408194988006563	103.40148210525513	4.0455641746521	0.45454545454545453	101.02535486221313	{'nn.hidden_size': 32, 'nn.output_size': 1, 'nn.num_layer': 2, 'nn.lstm_drop_prob': 0.0, 'nn.fc_drop_prob': 0.25, 'train.epoch': 9, 'train.batch_size': 32, 'train.lr': 0.1}
4	5.006548881530762	0.4935988984976644	130.67699670791626	4.051402568817139	0.48663101604278075	110.24143695831299	{'nn.hidden_size': 512, 'nn.output_size': 1, 'nn.num_layer': 1, 'nn.lstm_drop_prob': 0.25, 'nn.fc_drop_prob': 0.0, 'train.epoch': 130, 'train.batch_size': 128, 'train.lr': 0.0001}
5	6.2443108558654785	0.4822179570130034	397.55403995513916	5.822297096252441	0.41711229946524064	327.4118900299072	{'nn.hidden_size': 256, 'nn.output_size': 1, 'nn.num_layer': 2, 'nn.lstm_drop_prob': 0.0, 'nn.fc_drop_prob': 0.25, 'train.epoch': 12, 'train.batch_size': 128, 'train.lr': 0.30000000000000004}
6	4.153975009918213	0.5183333859361192	100.83128213882446	4.048874378204346	0.5133689839572193	99.82874393463135	{'nn.hidden_size': 128, 'nn.output_size': 1, 'nn.num_layer': 2, 'nn.lstm_drop_prob': 0.0, 'nn.fc_drop_prob': 0.25, 'train.epoch': 40, 'train.batch_size': 512, 'train.lr': 3.0000000000000004e-05}
7	4.161787986755371	0.526685393258427	102.60837078094482	4.041460037231445	0.5401069518716578	99.28772449493408	{'nn.hidden_size': 128, 'nn.output_size': 1, 'nn.num_layer': 1, 'nn.lstm_drop_prob': 0.25, 'nn.fc_drop_prob': 0.0, 'train.epoch': 10, 'train.batch_size': 128, 'train.lr': 3.0000000000000004e-05}
8	4.731960296630859	0.5035506880444388	102.73032188415527	4.046324253082275	0.48663101604278075	101.75358057022095	{'nn.hidden_size': 256, 'nn.output_size': 1, 'nn.num_layer': 2, 'nn.lstm_drop_prob': 0.5, 'nn.fc_drop_prob': 0.25, 'train.epoch': 7, 'train.batch_size': 512, 'train.lr': 0.00030000000000000003}
9	5.066407680511475	0.49327933657366496	109.62903499603271	4.069310665130615	0.47058823529411764	103.15043926239014	{'nn.hidden_size': 256, 'nn.output_size': 1, 'nn.num_layer': 1, 'nn.lstm_drop_prob': 0.25, 'nn.fc_drop_prob': 0.5, 'train.epoch': 11, 'train.batch_size': 512, 'train.lr': 0.003}
10	4.871713638305664	0.5141559028216134	101.4973521232605	4.039492130279541	0.5080213903743316	98.60786199569702	{'nn.hidden_size': 64, 'nn.output_size': 1, 'nn.num_layer': 3, 'nn.lstm_drop_prob': 0.0, 'nn.fc_drop_prob': 0.25, 'train.epoch': 5, 'train.batch_size': 512, 'train.lr': 0.00030000000000000003}
