sample_id	val_mse	val_acc	val_mape	test_mse	test_acc	test_mape	config
1	4.737493991851807	0.49299380207675797	116.73945188522339	4.033074855804443	0.5401069518716578	102.52764225006104	{'nn.hidden_size': 1024, 'nn.output_size': 1, 'nn.num_layer': 3, 'nn.lstm_drop_prob': 0.25, 'nn.fc_drop_prob': 0.0, 'train.epoch': 15, 'train.batch_size': 512, 'train.lr': 0.01}
2	4.505305767059326	0.4872550025249337	101.3398289680481	4.047176361083984	0.46524064171123	99.83401894569397	{'nn.hidden_size': 64, 'nn.output_size': 1, 'nn.num_layer': 2, 'nn.lstm_drop_prob': 0.25, 'nn.fc_drop_prob': 0.25, 'train.epoch': 190, 'train.batch_size': 512, 'train.lr': 1e-05}
3	4.543115615844727	0.47751329535412196	101.03737115859985	4.042218208312988	0.46524064171123	100.65896511077881	{'nn.hidden_size': 256, 'nn.output_size': 1, 'nn.num_layer': 2, 'nn.lstm_drop_prob': 0.25, 'nn.fc_drop_prob': 0.5, 'train.epoch': 12, 'train.batch_size': 512, 'train.lr': 3.0000000000000004e-05}
4	10.755956649780273	0.4963600516033329	736.6801738739014	12.57929515838623	0.5080213903743316	744.9475765228271	{'nn.hidden_size': 1024, 'nn.output_size': 1, 'nn.num_layer': 3, 'nn.lstm_drop_prob': 0.5, 'nn.fc_drop_prob': 0.25, 'train.epoch': 155, 'train.batch_size': 128, 'train.lr': 0.1}
5	6.140525817871094	0.49483276259310693	314.1587972640991	5.632856845855713	0.45989304812834225	237.15221881866455	{'nn.hidden_size': 32, 'nn.output_size': 1, 'nn.num_layer': 3, 'nn.lstm_drop_prob': 0.5, 'nn.fc_drop_prob': 0.0, 'train.epoch': 70, 'train.batch_size': 128, 'train.lr': 0.003}
6	5.333402156829834	0.5059809367504103	136.14286184310913	4.169844150543213	0.5133689839572193	104.27392721176147	{'nn.hidden_size': 1024, 'nn.output_size': 1, 'nn.num_layer': 3, 'nn.lstm_drop_prob': 0.5, 'nn.fc_drop_prob': 0.0, 'train.epoch': 150, 'train.batch_size': 32, 'train.lr': 1e-05}
7	4.405569553375244	0.5092608848314607	138.86440992355347	3.971372127532959	0.5614973262032086	128.775954246521	{'nn.hidden_size': 512, 'nn.output_size': 1, 'nn.num_layer': 1, 'nn.lstm_drop_prob': 0.0, 'nn.fc_drop_prob': 0.5, 'train.epoch': 11, 'train.batch_size': 32, 'train.lr': 0.003}
8	17.379924774169922	0.49897572512940286	917.1036720275879	14.955620765686035	0.47593582887700536	856.5653800964355	{'nn.hidden_size': 256, 'nn.output_size': 1, 'nn.num_layer': 3, 'nn.lstm_drop_prob': 0.5, 'nn.fc_drop_prob': 0.0, 'train.epoch': 165, 'train.batch_size': 32, 'train.lr': 0.30000000000000004}
9	4.703293800354004	0.523876404494382	120.29564380645752	4.05861759185791	0.5401069518716578	110.75068712234497	{'nn.hidden_size': 64, 'nn.output_size': 1, 'nn.num_layer': 2, 'nn.lstm_drop_prob': 0.0, 'nn.fc_drop_prob': 0.0, 'train.epoch': 200, 'train.batch_size': 128, 'train.lr': 0.1}
10	4.6658430099487305	0.5022374266191137	195.95093727111816	4.209909915924072	0.49732620320855614	145.1694130897522	{'nn.hidden_size': 64, 'nn.output_size': 1, 'nn.num_layer': 2, 'nn.lstm_drop_prob': 0.5, 'nn.fc_drop_prob': 0.25, 'train.epoch': 100, 'train.batch_size': 512, 'train.lr': 0.30000000000000004}
